non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
simplye	simply	0.9714285714285714	1	aspell	1	4	0	2
sitte	site	0.9533333333333333	1	aspell	1	56	1	2
situration	situation	0.98	1	aspell	0	4	0	2
smil	smile	0.96	1	aspell	0	5	0	4
snuck	sneaked	0.6761904761904761	4	aspell	-1	14	-1	5
sometmes	sometimes	0.9777777777777777	1	aspell	0	24	0	1
soonec	sonic	0.8577777777777779	2	aspell	2	33	-1	1
specificialy	specifically	0.9666666666666666	2	aspell	0	7	0	2
spel	spell	0.96	1	aspell	0	6	0	5
spoak	spoke	0.9066666666666667	2	aspell	2	10	-1	3
sponsered	sponsored	0.9305555555555555	1	aspell	0	8	0	1
stering	steering	0.9708333333333333	1	aspell	1	11	1	6
stumach	stomach	0.9238095238095239	1	aspell	0	14	0	1
straightjacket	straitjacket	0.9714285714285714	2	aspell	2	7	0	1
stutent	student	0.9333333333333333	1	aspell	0	14	0	1
styleguide	style guide	0.9818181818181818	1	aspell	0	17	-1	1
subpena	subpoena	0.975	1	aspell	0	4	0	1
subjecribed	subscribed	0.8823905723905724	2	aspell	1	7	0	1
subisitions	substitutions	0.9016083916083916	4	aspell	-1	13	-1	1
substations	substitutions	0.9156643356643357	3	aspell	-1	5	-1	1
suger	sugar	0.9066666666666667	1	aspell	3	44	0	6
superfulous	superfluous	0.9818181818181818	2	aspell	0	6	0	1
supercede	supersede	0.9555555555555556	1	aspell	2	9	0	1
swim_wear	swimwear	0.9777777777777777	1	aspell	0	9	0	1
slyph	sylph	0.94	2	aspell	0	20	0	2
syncorization	synchronization	0.9117948717948717	3	aspell	1	8	-1	1
tattos	tattoos	0.9714285714285714	1	aspell	0	87	0	2
tem	team	0.9166666666666666	1	aspell	0	34	4	20
techniquely	technically	0.890909090909091	3	aspell	3	5	-1	2
tesst	test	0.9533333333333333	1	aspell	0	35	0	2
ttest	test	0.94	1	aspell	1	43	1	2
tets	tests	0.88	1	aspell	8	51	5	23
thanot	than or	0.9095238095238095	2	aspell	-1	24	-1	11
taht	that	0.9249999999999999	2	aspell	2	9	0	6
teh	the	0.5555555555555555	2	aspell	7	16	6	8
thw	the	0.7777777777777777	1	aspell	2	10	3	6
theirselves	themselves	0.9342424242424243	2	aspell	4	12	0	1
teridical	theoretical	0.8242424242424243	4	aspell	-1	9	-1	2
theridically	theoretical	0.8585858585858586	5	aspell	3	9	-1	1
thredically	theoretically	0.8875524475524476	3	aspell	0	12	-1	1
ths	this	0.9166666666666666	1	aspell	0	32	0	8
thruout	throughout	0.8966666666666666	3	aspell	1	20	-1	5
titalate	titillate	0.8856481481481482	2	aspell	2	16	0	3
tommorrow	tomorrow	0.9740740740740741	1	aspell	2	7	0	1
tomorow	tomorrow	0.975	1	aspell	0	9	0	1
taff	tough	0.48333333333333334	4	aspell	-1	11	-1	8
tradegy	tragedy	0.9666666666666667	2	aspell	0	20	0	8
trubbel	trouble	0.8793650793650793	3	aspell	1	18	-1	7
tunnellike	tunnel like	0.9818181818181818	1	aspell	0	15	-1	1
tured	turned	0.9611111111111111	1	aspell	1	21	0	11
teo	two	0.7777777777777777	1	aspell	0	22	5	10
tyrrany	tyranny	0.9333333333333333	2	aspell	0	23	0	2
unconscience	unconscious	0.8787878787878788	4	aspell	2	7	-1	1
unconisitional	unconstitutional	0.9328296703296703	4	aspell	1	5	-1	1
underladder	under ladder	0.9833333333333333	1	aspell	0	25	-1	1
unformanlly	unfortunately	0.8798756798756798	5	aspell	-1	7	-1	1
unfortally	unfortunately	0.9184615384615384	4	aspell	-1	13	-1	1
unfortunently	unfortunately	0.9525641025641025	3	aspell	0	5	-1	1
unentelegible	unintelligible	0.8291042291042291	3	aspell	0	5	-1	1
unatourral	unnatural	0.9170370370370371	3	aspell	0	12	-1	1
unaturral	unnatural	0.9407407407407408	2	aspell	0	9	0	2
unnaturral	unnatural	0.98	1	aspell	0	3	0	1
upcast	up cast	0.9619047619047619	1	aspell	0	19	-1	4
uranisium	uranium	0.9555555555555556	2	aspell	0	9	0	1
upmost	utmost	0.9	1	aspell	3	9	0	1
verison	version	0.9666666666666667	2	aspell	0	13	0	2
vinagarette	vinaigrette	0.9636363636363636	2	aspell	0	6	0	1
volye	volley	0.9144444444444445	2	aspell	3	39	-1	1
volunteerism	voluntarism	0.9484848484848484	2	aspell	4	5	-1	1
volumptuous	voluptuous	0.9818181818181818	1	aspell	0	5	0	1
waite	wait	0.96	1	aspell	2	25	2	8
mant	want	0.8333333333333334	1	aspell	18	28	12	16
whard	ward	0.94	1	aspell	0	72	0	5
warloord	warlord	0.975	1	aspell	0	48	0	1
wadting	wasting	0.9238095238095239	1	aspell	5	20	4	6
wicken	weaken	0.7999999999999999	2	aspell	20	22	-1	4
wierd	weird	0.94	2	aspell	1	26	1	3
whaaat	what	0.9222222222222222	2	aspell	0	45	0	2
whimp	wimp	0.94	1	aspell	3	15	2	5
wan't	won't	0.88	1	aspell	4	31	2	4
writting	writing	0.975	1	aspell	2	31	0	4
yeild	yield	0.94	2	aspell	0	32	0	1
youe	your	0.8833333333333334	1	aspell	3	11	2	7
