error	correct_word	dsug	target	correct_word_in_dict	correct_word_in_dsuggestions	corwd_dist	corwd_se	corwd_me	error_char_count	error_consonant_count	error_vowel_count	error_capital_count	dsug_char_count	dsug_consonant_count	dsug_vowel_count	dsug_capital_count	dsug_contains_space	dsug_se	dsug_me	dsug_dist	dsug_lm_log_prob
dieties	deities	dietaries	0	True	True	2	True	True	7	3	4	0	9	4	5	0	False	False	False	2	0.0
dieties	deities	dubieties	0	True	True	2	True	True	7	3	4	0	9	4	5	0	False	False	False	2	0.0
dieties	deities	dietetics	0	True	True	2	True	True	7	3	4	0	9	5	4	0	False	True	False	3	0.0
dieties	deities	dietitians	0	True	True	2	True	True	7	3	4	0	10	5	5	0	False	False	False	4	0.0
dieties	deities	Dietz	0	True	True	2	True	True	7	3	4	0	5	3	2	1	False	True	True	4	0.0
dieties	deities	deters	0	True	True	2	True	True	7	3	4	0	6	4	2	0	False	False	False	3	0.0
dependeble	dependable	dependable	1	True	True	1	True	True	10	6	4	0	10	6	4	0	False	True	True	1	0.0
dependeble	dependable	dependably	0	True	True	1	True	True	10	6	4	0	10	7	3	0	False	True	True	2	0.0
dependeble	dependable	dependence	0	True	True	1	True	True	10	6	4	0	10	6	4	0	False	True	True	2	0.0
dependeble	dependable	dependent	0	True	True	1	True	True	10	6	4	0	9	6	3	0	False	True	True	3	0.0
dependeble	dependable	dependency	0	True	True	1	True	True	10	6	4	0	10	7	3	0	False	True	True	3	0.0
dependeble	dependable	dependability	0	True	True	1	True	True	10	6	4	0	13	8	5	0	False	True	True	5	0.0
dependeble	dependable	expendable	0	True	True	1	True	True	10	6	4	0	10	6	4	0	False	False	False	3	0.0
descrption	description	description	1	True	True	1	True	True	10	7	3	0	11	7	4	0	False	True	True	1	0.0
descrption	description	desorption	0	True	True	1	True	True	10	7	3	0	10	6	4	0	False	True	False	1	0.0
descrption	description	prescription	0	True	True	1	True	True	10	7	3	0	12	8	4	0	False	False	False	3	0.0
descrption	description	decryption	0	True	True	1	True	True	10	7	3	0	10	7	3	0	False	True	False	2	0.0
descrption	description	desecration	0	True	True	1	True	True	10	7	3	0	11	6	5	0	False	False	False	2	0.0
descrption	description	nondescript	0	True	True	1	True	True	10	7	3	0	11	8	3	0	False	False	False	7	0.0
descrption	description	ascription	0	True	True	1	True	True	10	7	3	0	10	6	4	0	False	False	False	3	0.0
descrption	description	transcription	0	True	True	1	True	True	10	7	3	0	13	9	4	0	False	False	False	5	0.0
descrptn	description	description	1	True	True	3	True	True	8	7	1	0	11	7	4	0	False	True	True	3	0.0
descrptn	description	descriptor	0	True	True	3	True	True	8	7	1	0	10	7	3	0	False	True	True	3	0.0
descrptn	description	nondescript	0	True	True	3	True	True	8	7	1	0	11	8	3	0	False	False	False	5	0.0
descrptn	description	descender	0	True	True	3	True	True	8	7	1	0	9	6	3	0	False	False	False	5	0.0
descrptn	description	descriptive	0	True	True	3	True	True	8	7	1	0	11	7	4	0	False	True	True	4	0.0
descrptn	description	discrepant	0	True	True	3	True	True	8	7	1	0	10	7	3	0	False	True	True	4	0.0
dessicate	desiccate	dessicate	0	True	True	2	True	True	9	5	4	0	9	5	4	0	False	True	True	0	0.0
dessicate	desiccate	dessicated	0	True	True	2	True	True	9	5	4	0	10	6	4	0	False	True	True	1	0.0
dessicate	desiccate	desiccate	1	True	True	2	True	True	9	5	4	0	9	5	4	0	False	True	True	2	0.0
dessicate	desiccate	Descartes	0	True	True	2	True	True	9	5	4	0	9	6	3	1	False	False	False	5	0.0
dispair	despair	despair	1	True	True	1	True	True	7	4	3	0	7	4	3	0	False	True	True	1	0.0
dispair	despair	dis pair	0	True	True	1	True	True	7	4	3	0	8	4	3	0	True	True	True	1	0.0
dispair	despair	dis-pair	0	True	True	1	True	True	7	4	3	0	8	4	3	0	False	True	True	1	0.0
dispair	despair	disrepair	0	True	True	1	True	True	7	4	3	0	9	5	4	0	False	False	False	2	0.0
dispair	despair	disparage	0	True	True	1	True	True	7	4	3	0	9	5	4	0	False	True	True	4	0.0
dispair	despair	disparate	0	True	True	1	True	True	7	4	3	0	9	5	4	0	False	True	True	4	0.0
dispair	despair	dispirit	0	True	True	1	True	True	7	4	3	0	8	5	3	0	False	True	True	3	0.0
dispair	despair	disport	0	True	True	1	True	True	7	4	3	0	7	5	2	0	False	True	True	3	0.0
dispair	despair	display	0	True	True	1	True	True	7	4	3	0	7	5	2	0	False	False	False	3	0.0
desparate	desperate	desperate	1	True	True	1	True	True	9	5	4	0	9	5	4	0	False	True	True	1	0.0
desparate	desperate	disparate	0	True	True	1	True	True	9	5	4	0	9	5	4	0	False	True	True	1	0.0
desparate	desperate	separates	0	True	True	1	True	True	9	5	4	0	9	5	4	0	False	False	False	3	0.0
desparate	desperate	desecrate	0	True	True	1	True	True	9	5	4	0	9	5	4	0	False	False	False	2	0.0
desparate	desperate	separate	0	True	True	1	True	True	9	5	4	0	8	4	4	0	False	False	False	2	0.0
desparate	desperate	despairer	0	True	True	1	True	True	9	5	4	0	9	5	4	0	False	True	True	4	0.0
desparate	desperate	desperado	0	True	True	1	True	True	9	5	4	0	9	5	4	0	False	True	True	3	0.0
desparate	desperate	desperation	0	True	True	1	True	True	9	5	4	0	11	6	5	0	False	True	True	4	0.0
distroy	destroy	destroy	1	True	True	1	True	True	7	5	2	0	7	5	2	0	False	True	True	1	0.0
distroy	destroy	dis troy	0	True	True	1	True	True	7	5	2	0	8	5	2	0	True	True	True	1	0.0
distroy	destroy	dis-troy	0	True	True	1	True	True	7	5	2	0	8	5	2	0	False	True	True	1	0.0
distroy	destroy	distrust	0	True	True	1	True	True	7	5	2	0	8	6	2	0	False	True	True	3	0.0
distroy	destroy	distress	0	True	True	1	True	True	7	5	2	0	8	6	2	0	False	True	True	3	0.0
distroy	destroy	distrait	0	True	True	1	True	True	7	5	2	0	8	5	3	0	False	True	True	3	0.0
distroy	destroy	district	0	True	True	1	True	True	7	5	2	0	8	6	2	0	False	True	True	3	0.0
distroy	destroy	distract	0	True	True	1	True	True	7	5	2	0	8	6	2	0	False	True	True	3	0.0
distroy	destroy	distraught	0	True	True	1	True	True	7	5	2	0	10	7	3	0	False	True	True	5	0.0
developement	development	development	1	True	True	1	True	True	12	7	5	0	11	7	4	0	False	True	True	1	0.0
developement	development	envelopment	0	True	True	1	True	True	12	7	5	0	11	7	4	0	False	False	False	3	0.0
developement	development	elopement	0	True	True	1	True	True	12	7	5	0	9	5	4	0	False	False	False	3	0.0
developement	development	developed	0	True	True	1	True	True	12	7	5	0	9	5	4	0	False	True	True	4	0.0
developement	development	developer	0	True	True	1	True	True	12	7	5	0	9	5	4	0	False	True	True	4	0.0
developement	development	defilement	0	True	True	1	True	True	12	7	5	0	10	6	4	0	False	False	False	4	0.0
developement	development	devilment	0	True	True	1	True	True	12	7	5	0	9	6	3	0	False	False	False	4	0.0
develpond	development	developed	0	True	True	4	True	True	9	6	3	0	9	5	4	0	False	True	True	3	0.0
develpond	development	development	1	True	True	4	True	True	9	6	3	0	11	7	4	0	False	True	True	4	0.0
develpond	development	develop	0	True	True	4	True	True	9	6	3	0	7	4	3	0	False	True	True	3	0.0
develpond	development	despond	0	True	True	4	True	True	9	6	3	0	7	5	2	0	False	False	False	3	0.0
develpond	development	flippant	0	True	True	4	True	True	9	6	3	0	8	6	2	0	False	False	False	7	0.0
develpond	development	Devland	0	True	True	4	True	True	9	6	3	0	7	5	2	1	False	False	False	4	0.0
develepment	developments	development	0	True	False	2	True	True	11	7	4	0	11	7	4	0	False	True	True	1	0.0
develepment	developments	envelopment	0	True	False	2	True	True	11	7	4	0	11	7	4	0	False	False	False	3	0.0
develepment	developments	dishevelment	0	True	False	2	True	True	11	7	4	0	12	8	4	0	False	False	False	5	0.0
develepment	developments	devilment	0	True	False	2	True	True	11	7	4	0	9	6	3	0	False	False	False	3	0.0
develepment	developments	deployment	0	True	False	2	True	True	11	7	4	0	10	7	3	0	False	False	False	4	0.0
develepment	developments	defilement	0	True	False	2	True	True	11	7	4	0	10	6	4	0	False	False	False	3	0.0
develepment	developments	elopement	0	True	False	2	True	True	11	7	4	0	9	5	4	0	False	False	False	5	0.0
ductioneery	dictionary	auctioneer	0	True	True	3	True	True	11	6	5	0	10	4	6	0	False	False	False	2	0.0
ductioneery	dictionary	confectionery	0	True	True	3	True	True	11	6	5	0	13	8	5	0	False	False	False	6	0.0
ductioneery	dictionary	electioneer	0	True	True	3	True	True	11	6	5	0	11	5	6	0	False	False	False	4	0.0
ductioneery	dictionary	reduction	0	True	True	3	True	True	11	6	5	0	9	5	4	0	False	False	False	6	0.0
ductioneery	dictionary	dictionary	1	True	True	3	True	True	11	6	5	0	10	6	4	0	False	True	True	3	0.0
ductioneery	dictionary	functionary	0	True	True	3	True	True	11	6	5	0	11	7	4	0	False	False	False	4	0.0
dinasaur	dinosaur	dinosaur	1	True	True	1	True	True	8	4	4	0	8	4	4	0	False	True	True	1	0.0
dinasaur	dinosaur	saurian	0	True	True	1	True	True	8	4	4	0	7	3	4	0	False	False	False	7	0.0
dinasaur	dinosaur	dinar	0	True	True	1	True	True	8	4	4	0	5	3	2	0	False	False	False	3	0.0
dinasaur	dinosaur	Sardinia	0	True	True	1	True	True	8	4	4	0	8	4	4	1	False	False	False	7	0.0
dinasaur	dinosaur	diurnal	0	True	True	1	True	True	8	4	4	0	7	4	3	0	False	False	False	5	0.0
dinasaur	dinosaur	Dniester	0	True	True	1	True	True	8	4	4	0	8	5	3	1	False	False	False	6	0.0
dinasaur	dinosaur	dirtiness	0	True	True	1	True	True	8	4	4	0	9	6	3	0	False	False	False	7	0.0
dinasour	dinosaur	dinosaur	1	True	True	2	True	True	8	4	4	0	8	4	4	0	False	True	True	2	0.0
dinasour	dinosaur	soundings	0	True	True	2	True	True	8	4	4	0	9	6	3	0	False	False	False	8	0.0
dinasour	dinosaur	sounding	0	True	True	2	True	True	8	4	4	0	8	5	3	0	False	False	False	8	0.0
dinasour	dinosaur	Rodina	0	True	True	2	True	True	8	4	4	0	6	3	3	1	False	False	False	6	0.0
dinasour	dinosaur	Dniester	0	True	True	2	True	True	8	4	4	0	8	5	3	1	False	False	False	6	0.0
dinasour	dinosaur	dirtiness	0	True	True	2	True	True	8	4	4	0	9	6	3	0	False	False	False	7	0.0
direcyly	directly	directly	1	True	True	1	False	True	8	6	2	0	8	6	2	0	False	False	True	1	0.0
direcyly	directly	direly	0	True	True	1	False	True	8	6	2	0	6	4	2	0	False	False	False	2	0.0
direcyly	directly	directory	0	True	True	1	False	True	8	6	2	0	9	6	3	0	False	False	False	3	0.0
direcyly	directly	direfully	0	True	True	1	False	True	8	6	2	0	9	6	3	0	False	False	False	3	0.0
direcyly	directly	direct	0	True	True	1	False	True	8	6	2	0	6	4	2	0	False	False	False	3	0.0
direcyly	directly	drowsily	0	True	True	1	False	True	8	6	2	0	8	6	2	0	False	True	False	5	0.0
direcyly	directly	Duracell	0	True	True	1	False	True	8	6	2	0	8	5	3	1	False	True	True	5	0.0
diagree	disagree	disagree	1	True	True	1	True	False	7	3	4	0	8	4	4	0	False	True	False	1	0.0
diagree	disagree	diagrammed	0	True	True	1	True	False	7	3	4	0	10	6	4	0	False	False	False	4	0.0
diagree	disagree	diagrammer	0	True	True	1	True	False	7	3	4	0	10	6	4	0	False	False	False	4	0.0
diagree	disagree	diagram	0	True	True	1	True	False	7	3	4	0	7	4	3	0	False	False	False	2	0.0
diagree	disagree	pedigree	0	True	True	1	True	False	7	3	4	0	8	4	4	0	False	False	False	3	0.0
diagree	disagree	digress	0	True	True	1	True	False	7	3	4	0	7	5	2	0	False	False	False	3	0.0
diagree	disagree	degree	0	True	True	1	True	False	7	3	4	0	6	3	3	0	False	True	True	2	0.0
discuess	discuss	discuses	0	True	True	1	True	True	8	5	3	0	8	5	3	0	False	True	True	2	0.0
discuess	discuss	discuss	1	True	True	1	True	True	8	5	3	0	7	5	2	0	False	True	True	1	0.0
discuess	discuss	discus	0	True	True	1	True	True	8	5	3	0	6	4	2	0	False	True	True	2	0.0
discuess	discuss	miscues	0	True	True	1	True	True	8	5	3	0	7	4	3	0	False	False	False	2	0.0
discuess	discuss	disciples	0	True	True	1	True	True	8	5	3	0	9	6	3	0	False	False	False	4	0.0
discuess	discuss	dissuades	0	True	True	1	True	True	8	5	3	0	9	5	4	0	False	False	False	4	0.0
discuess	discuss	disguise	0	True	True	1	True	True	8	5	3	0	8	4	4	0	False	True	True	3	0.0
discuess	discuss	disgusted	0	True	True	1	True	True	8	5	3	0	9	6	3	0	False	False	True	5	0.0
disssicion	discussion	discussion	1	True	True	4	True	False	10	6	4	0	10	6	4	0	False	True	False	4	0.0
disssicion	discussion	dissension	0	True	True	4	True	False	10	6	4	0	10	6	4	0	False	False	False	3	0.0
disssicion	discussion	dissociation	0	True	True	4	True	False	10	6	4	0	12	6	6	0	False	False	False	4	0.0
disssicion	discussion	dissipation	0	True	True	4	True	False	10	6	4	0	11	6	5	0	False	False	False	4	0.0
disssicion	discussion	undersizing	0	True	True	4	True	False	10	6	4	0	11	7	4	0	False	False	False	8	0.0
disssicion	discussion	judiciousness	0	True	True	4	True	False	10	6	4	0	13	7	6	0	False	False	False	10	0.0
disect	dissect	dissect	1	True	True	1	True	True	6	4	2	0	7	5	2	0	False	True	True	1	0.0
disect	dissect	direct	0	True	True	1	True	True	6	4	2	0	6	4	2	0	False	False	False	1	0.0
disect	dissect	bisect	0	True	True	1	True	True	6	4	2	0	6	4	2	0	False	False	False	1	0.0
disect	dissect	trisect	0	True	True	1	True	True	6	4	2	0	7	5	2	0	False	False	False	2	0.0
disect	dissect	disrespect	0	True	True	1	True	True	6	4	2	0	10	7	3	0	False	False	False	4	0.0
disect	dissect	vivisect	0	True	True	1	True	True	6	4	2	0	8	5	3	0	False	False	False	3	0.0
disect	dissect	distinct	0	True	True	1	True	True	6	4	2	0	8	6	2	0	False	False	False	3	0.0
disect	dissect	disquiet	0	True	True	1	True	True	6	4	2	0	8	4	4	0	False	True	False	4	0.0
disect	dissect	diskette	0	True	True	1	True	True	6	4	2	0	8	5	3	0	False	True	False	3	0.0
disippate	dissipate	dissipate	1	True	True	2	True	True	9	5	4	0	9	5	4	0	False	True	True	2	0.0
disippate	dissipate	disparate	0	True	True	2	True	True	9	5	4	0	9	5	4	0	False	False	False	3	0.0
disippate	dissipate	dissipation	0	True	True	2	True	True	9	5	4	0	11	6	5	0	False	True	False	5	0.0
disippate	dissipate	dispensate	0	True	True	2	True	True	9	5	4	0	10	6	4	0	False	False	False	4	0.0
disippate	dissipate	disputant	0	True	True	2	True	True	9	5	4	0	9	6	3	0	False	True	True	5	0.0
disippate	dissipate	disputed	0	True	True	2	True	True	9	5	4	0	8	5	3	0	False	True	True	4	0.0
destint	distant	dentist	0	True	True	2	True	True	7	5	2	0	7	5	2	0	False	False	False	2	0.0
destint	distant	destiny	0	True	True	2	True	True	7	5	2	0	7	5	2	0	False	True	True	1	0.0
destint	distant	destine	0	True	True	2	True	True	7	5	2	0	7	4	3	0	False	True	True	1	0.0
destint	distant	destinate	0	True	True	2	True	True	7	5	2	0	9	5	4	0	False	True	True	2	0.0
destint	distant	destination	0	True	True	2	True	True	7	5	2	0	11	6	5	0	False	True	True	4	0.0
destint	distant	intestine	0	True	True	2	True	True	7	5	2	0	9	5	4	0	False	False	False	4	0.0
destint	distant	destitute	0	True	True	2	True	True	7	5	2	0	9	5	4	0	False	False	False	3	0.0
destint	distant	distant	1	True	True	2	True	True	7	5	2	0	7	5	2	0	False	True	True	2	0.0
destint	distant	distend	0	True	True	2	True	True	7	5	2	0	7	5	2	0	False	True	True	3	0.0
distart	distort	distant	0	True	True	1	True	True	7	5	2	0	7	5	2	0	False	False	False	1	0.0
distart	distort	distort	1	True	True	1	True	True	7	5	2	0	7	5	2	0	False	True	True	1	0.0
distart	distort	dis tart	0	True	True	1	True	True	7	5	2	0	8	5	2	0	True	True	True	1	0.0
distart	distort	dis-tart	0	True	True	1	True	True	7	5	2	0	8	5	2	0	False	True	True	1	0.0
distart	distort	dist art	0	True	True	1	True	True	7	5	2	0	8	5	2	0	True	True	True	1	0.0
distart	distort	dist-art	0	True	True	1	True	True	7	5	2	0	8	5	2	0	False	True	True	1	0.0
distart	distort	distaste	0	True	True	1	True	True	7	5	2	0	8	5	3	0	False	False	False	2	0.0
distart	distort	diarist	0	True	True	1	True	True	7	5	2	0	7	4	3	0	False	False	False	4	0.0
distart	distort	distal	0	True	True	1	True	True	7	5	2	0	6	4	2	0	False	False	False	2	0.0
distart	distort	distrait	0	True	True	1	True	True	7	5	2	0	8	5	3	0	False	True	True	2	0.0
distart	distort	dastard	0	True	True	1	True	True	7	5	2	0	7	5	2	0	False	True	True	2	0.0
distart	distort	disturb	0	True	True	1	True	True	7	5	2	0	7	5	2	0	False	True	True	2	0.0
distarct	distract	distract	1	True	True	2	True	True	8	6	2	0	8	6	2	0	False	True	True	2	0.0
distarct	distract	district	0	True	True	2	True	True	8	6	2	0	8	6	2	0	False	True	True	2	0.0
distarct	distract	distaste	0	True	True	2	True	True	8	6	2	0	8	5	3	0	False	False	False	3	0.0
distarct	distract	distance	0	True	True	2	True	True	8	6	2	0	8	5	3	0	False	False	False	2	0.0
distarct	distract	distant	0	True	True	2	True	True	8	6	2	0	7	5	2	0	False	False	False	2	0.0
distarct	distract	dustcart	0	True	True	2	True	True	8	6	2	0	8	6	2	0	False	False	False	3	0.0
distarct	distract	distinct	0	True	True	2	True	True	8	6	2	0	8	6	2	0	False	False	False	2	0.0
devulge	divulge	divulge	1	True	True	1	True	True	7	4	3	0	7	4	3	0	False	True	True	1	0.0
devulge	divulge	deluge	0	True	True	1	True	True	7	4	3	0	6	3	3	0	False	False	False	2	0.0
devulge	divulge	deflect	0	True	True	1	True	True	7	4	3	0	7	5	2	0	False	True	False	5	0.0
devulge	divulge	defalcate	0	True	True	1	True	True	7	4	3	0	9	5	4	0	False	True	False	5	0.0
documtations	documentation	documentations	0	True	True	3	True	False	12	7	5	0	14	8	6	0	False	True	False	2	0.0
documtations	documentation	documentation	1	True	True	3	True	False	12	7	5	0	13	7	6	0	False	True	False	3	0.0
documtations	documentation	inoculations	0	True	True	3	True	False	12	7	5	0	12	6	6	0	False	False	False	4	0.0
documtations	documentation	computations	0	True	True	3	True	False	12	7	5	0	12	7	5	0	False	False	False	4	0.0
documtations	documentation	stigmatizations	0	True	True	3	True	False	12	7	5	0	15	9	6	0	False	False	False	7	0.0
documtations	documentation	commutation	0	True	True	3	True	False	12	7	5	0	11	6	5	0	False	False	False	5	0.0
dag	dog	DAG	0	True	True	1	True	True	3	2	1	0	3	2	0	3	False	True	True	3	0.0
dag	dog	gad	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	2	0.0
dag	dog	Dag	0	True	True	1	True	True	3	2	1	0	3	2	1	1	False	True	True	1	0.0
dag	dog	sag	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dag	dog	fag	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dag	dog	dang	0	True	True	1	True	True	3	2	1	0	4	3	1	0	False	False	False	1	0.0
dag	dog	drag	0	True	True	1	True	True	3	2	1	0	4	3	1	0	False	False	False	1	0.0
dag	dog	deg	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	True	True	1	0.0
dag	dog	dig	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	True	True	1	0.0
dag	dog	nag	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dag	dog	rag	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dag	dog	tag	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	True	1	0.0
dag	dog	dog	1	True	True	1	True	True	3	2	1	0	3	2	1	0	False	True	True	1	0.0
dag	dog	lag	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dag	dog	dad	0	True	True	1	True	True	3	2	1	0	3	2	1	0	False	False	False	1	0.0
doog	dog	dug	0	True	True	1	True	True	4	2	2	0	3	2	1	0	False	True	True	2	0.0
doog	dog	good	0	True	True	1	True	True	4	2	2	0	4	2	2	0	False	False	False	2	0.0
doog	dog	dog	1	True	True	1	True	True	4	2	2	0	3	2	1	0	False	True	True	1	0.0
doog	dog	dong	0	True	True	1	True	True	4	2	2	0	4	3	1	0	False	False	False	1	0.0
doog	dog	door	0	True	True	1	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
doog	dog	doom	0	True	True	1	True	True	4	2	2	0	4	2	2	0	False	False	False	1	0.0
doog	dog	Moog	0	True	True	1	True	True	4	2	2	0	4	2	2	1	False	False	False	1	0.0
doenload	download	download	1	True	True	1	True	True	8	4	4	0	8	5	3	0	False	True	True	1	0.0
doenload	download	planeload	0	True	True	1	True	True	8	4	4	0	9	5	4	0	False	False	False	4	0.0
doenload	download	loaded	0	True	True	1	True	True	8	4	4	0	6	3	3	0	False	False	False	6	0.0
doenload	download	loadable	0	True	True	1	True	True	8	4	4	0	8	4	4	0	False	False	False	7	0.0
doenload	download	reload	0	True	True	1	True	True	8	4	4	0	6	3	3	0	False	False	False	3	0.0
doenload	download	Donaldson	0	True	True	1	True	True	8	4	4	0	9	6	3	1	False	True	True	7	0.0
doenload	download	Donald	0	True	True	1	True	True	8	4	4	0	6	4	2	1	False	True	True	5	0.0
deaft	draft	draft	1	True	True	1	False	False	5	3	2	0	5	4	1	0	False	False	False	1	0.0
deaft	draft	deaf	0	True	True	1	False	False	5	3	2	0	4	2	2	0	False	False	False	1	0.0
deaft	draft	deft	0	True	True	1	False	False	5	3	2	0	4	3	1	0	False	True	True	1	0.0
deaft	draft	daft	0	True	True	1	False	False	5	3	2	0	4	3	1	0	False	True	True	1	0.0
deaft	draft	dealt	0	True	True	1	False	False	5	3	2	0	5	3	2	0	False	False	False	1	0.0
deaft	draft	delft	0	True	True	1	False	False	5	3	2	0	5	4	1	0	False	False	False	1	0.0
deaft	draft	deaf t	0	True	True	1	False	False	5	3	2	0	6	3	2	0	True	True	True	1	0.0
deaft	draft	defeat	0	True	True	1	False	False	5	3	2	0	6	3	3	0	False	True	True	3	0.0
deaft	draft	Delft	0	True	True	1	False	False	5	3	2	0	5	4	1	1	False	False	False	2	0.0
deaft	draft	deviate	0	True	True	1	False	False	5	3	2	0	7	3	4	0	False	True	True	4	0.0
deaft	draft	devout	0	True	True	1	False	False	5	3	2	0	6	3	3	0	False	True	True	3	0.0
dramaticly	dramatically	dramatically	1	True	True	2	True	True	10	7	3	0	12	8	4	0	False	True	True	2	0.0
dramaticly	dramatically	dramatical	0	True	True	2	True	True	10	7	3	0	10	6	4	0	False	True	True	2	0.0
dramaticly	dramatically	dramatic	0	True	True	2	True	True	10	7	3	0	8	5	3	0	False	True	True	2	0.0
dramaticly	dramatically	dramatist	0	True	True	2	True	True	10	7	3	0	9	6	3	0	False	True	True	3	0.0
dramaticly	dramatically	traumatically	0	True	True	2	True	True	10	7	3	0	13	8	5	0	False	False	True	4	0.0
dramaticly	dramatically	dramaturgy	0	True	True	2	True	True	10	7	3	0	10	7	3	0	False	True	True	3	0.0
drunkeness	drunkenness	drunkenness	1	True	True	1	True	True	10	7	3	0	11	8	3	0	False	True	True	1	0.0
drunkeness	drunkenness	drunken	0	True	True	1	True	True	10	7	3	0	7	5	2	0	False	True	True	3	0.0
drunkeness	drunkenness	rudeness	0	True	True	1	True	True	10	7	3	0	8	5	3	0	False	False	False	3	0.0
drunkeness	drunkenness	dressiness	0	True	True	1	True	True	10	7	3	0	10	7	3	0	False	False	False	4	0.0
drunkeness	drunkenness	demureness	0	True	True	1	True	True	10	7	3	0	10	6	4	0	False	False	False	4	0.0
drunkeness	drunkenness	strangeness	0	True	True	1	True	True	10	7	3	0	11	8	3	0	False	False	False	4	0.0
drunkeness	drunkenness	crankiness	0	True	True	1	True	True	10	7	3	0	10	7	3	0	False	False	False	3	0.0
dur	due	door	0	True	True	1	False	False	3	2	1	0	4	2	2	0	False	True	True	2	0.0
dur	due	doer	0	True	True	1	False	False	3	2	1	0	4	2	2	0	False	True	True	2	0.0
dur	due	Dur	0	True	True	1	False	False	3	2	1	0	3	2	1	1	False	True	True	1	0.0
dur	due	fur	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	due	1	True	True	1	False	False	3	2	1	0	3	1	2	0	False	False	False	1	0.0
dur	due	dour	0	True	True	1	False	False	3	2	1	0	4	2	2	0	False	True	True	1	0.0
dur	due	dun	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	duo	0	True	True	1	False	False	3	2	1	0	3	1	2	0	False	False	False	1	0.0
dur	due	our	0	True	True	1	False	False	3	2	1	0	3	1	2	0	False	False	False	1	0.0
dur	due	cur	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	dud	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	dug	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	duh	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	dub	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
dur	due	bur	0	True	True	1	False	False	3	2	1	0	3	2	1	0	False	False	False	1	0.0
duren	during	endure	0	True	True	2	False	False	5	3	2	0	6	3	3	0	False	False	False	3	0.0
duren	during	Durex	0	True	True	2	False	False	5	3	2	0	5	3	2	1	False	False	False	2	0.0
duren	during	denture	0	True	True	2	False	False	5	3	2	0	7	4	3	0	False	False	False	4	0.0
duren	during	ordure	0	True	True	2	False	False	5	3	2	0	6	3	3	0	False	False	False	3	0.0
duren	during	during	1	True	True	2	False	False	5	3	2	0	6	4	2	0	False	False	False	2	0.0
duren	during	Durant	0	True	True	2	False	False	5	3	2	0	6	4	2	1	False	False	False	3	0.0
dymatic	dynamic	dramatic	0	True	False	2	False	False	7	5	2	0	8	5	3	0	False	False	False	2	0.0
dymatic	dynamic	enzymatic	0	True	False	2	False	False	7	5	2	0	9	6	3	0	False	False	False	3	0.0
dymatic	dynamic	dogmatic	0	True	False	2	False	False	7	5	2	0	8	5	3	0	False	False	False	2	0.0
dymatic	dynamic	idiomatic	0	True	False	2	False	False	7	5	2	0	9	4	5	0	False	False	False	3	0.0
dymatic	dynamic	demotic	0	True	False	2	False	False	7	5	2	0	7	4	3	0	False	True	True	2	0.0
dymatic	dynamic	systematic	0	True	False	2	False	False	7	5	2	0	10	7	3	0	False	False	False	4	0.0
dynaic	dynamic	dynamic	1	True	True	1	True	False	6	4	2	0	7	5	2	0	False	True	False	1	0.0
dynaic	dynamic	dynastic	0	True	True	1	True	False	6	4	2	0	8	6	2	0	False	False	False	2	0.0
dynaic	dynamic	Dyna	0	True	True	1	True	False	6	4	2	0	4	3	1	1	False	False	False	3	0.0
dynaic	dynamic	dyadic	0	True	True	1	True	False	6	4	2	0	6	4	2	0	False	False	False	2	0.0
dynaic	dynamic	Danica	0	True	True	1	True	False	6	4	2	0	6	3	3	1	False	True	True	4	0.0
dynaic	dynamic	Donica	0	True	True	1	True	False	6	4	2	0	6	3	3	1	False	True	True	4	0.0
ecstacy	ecstasy	ecstasy	1	True	True	1	True	False	7	5	2	0	7	5	2	0	False	True	False	1	0.0
ecstacy	ecstasy	Ecstasy	0	True	True	1	True	False	7	5	2	0	7	5	1	1	False	True	False	2	0.0
ecstacy	ecstasy	ecstatic	0	True	True	1	True	False	7	5	2	0	8	5	3	0	False	True	False	3	0.0
ecstacy	ecstasy	intestacy	0	True	True	1	True	False	7	5	2	0	9	6	3	0	False	False	False	4	0.0
