non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
advertisment	advertisement	0.967948717948718	1	birbeck	0	3	0	1
advertiseing	advertising	0.9833333333333333	1	birbeck	0	10	0	1
advise	advice	0.9333333333333333	1	birbeck	6	8	-1	1
adviseable	advisable	0.9355555555555555	1	birbeck	3	8	0	1
advisible	advisable	0.9555555555555556	1	birbeck	2	9	0	1
advice	advise	0.9333333333333333	1	birbeck	6	12	-1	1
adviced	advised	0.9428571428571428	1	birbeck	5	12	1	2
aearoplane	aeroplane	0.914074074074074	1	birbeck	-1	4	-1	1
aenoenplane	aeroplane	0.8309764309764309	3	birbeck	-1	10	-1	1
aeoroplane	aeroplane	0.9437037037037037	1	birbeck	-1	4	-1	1
aeplan	aeroplane	0.9111111111111111	3	birbeck	-1	15	-1	5
aereoplane	aeroplane	0.9766666666666667	1	birbeck	-1	4	-1	1
aerplana	aeroplane	0.9189814814814814	2	birbeck	-1	26	-1	1
air_plane	aeroplane	0.8666666666666666	2	birbeck	-1	6	-1	1
aira_plan	aeroplane	0.75	4	birbeck	-1	10	-1	1
airaplane	aeroplane	0.8238095238095238	2	birbeck	-1	9	-1	1
aireplane	aeroplane	0.8958333333333333	2	birbeck	-1	4	-1	1
airoplan	aeroplane	0.8958333333333333	2	birbeck	-1	7	-1	2
airoplane	aeroplane	0.9333333333333333	1	birbeck	-1	7	-1	1
airplan	aeroplane	0.8571428571428572	3	birbeck	-1	12	-1	2
airplane	aeroplane	0.8958333333333333	2	birbeck	-1	8	-1	1
areapanle	aeroplane	0.8208333333333333	5	birbeck	-1	5	-1	1
areaplane	aeroplane	0.8583333333333333	3	birbeck	-1	13	-1	2
areoplane	aeroplane	0.9666666666666666	2	birbeck	-1	11	-1	1
arepain	aeroplane	0.8071428571428572	5	birbeck	-1	39	-1	7
arepalane	aeroplane	0.8583333333333333	3	birbeck	-1	5	-1	1
areplane	aeroplane	0.9291666666666667	2	birbeck	-1	5	-1	5
arinlan	aeroplane	0.780952380952381	4	birbeck	-1	10	-1	1
arioplan	aeroplane	0.8958333333333333	3	birbeck	-1	7	-1	1
aroeplane	aeroplane	0.9666666666666666	2	birbeck	-1	4	-1	1
aroplane	aeroplane	0.9666666666666666	1	birbeck	-1	4	-1	4
aroplaned	aeroplane	0.9333333333333333	2	birbeck	-1	7	-1	1
arpa	aeroplane	0.8333333333333334	5	birbeck	-1	3	-1	2
arplane	aeroplane	0.9333333333333333	2	birbeck	-1	8	-1	2
earoplane	aeroplane	0.9629629629629629	2	birbeck	-1	4	-1	1
earoplanes	aeroplane	0.9296296296296296	3	birbeck	-1	7	-1	1
eiroplane	aeroplane	0.9259259259259259	2	birbeck	-1	3	-1	1
eoroplane	aeroplane	0.8842592592592592	2	birbeck	-1	3	-1	1
ereplun	aeroplane	0.7566137566137566	4	birbeck	-1	11	-1	1
oroplane	aeroplane	0.8366402116402116	2	birbeck	-1	6	-1	3
plane	aeroplane	0.5407407407407407	4	birbeck	-1	22	-1	1
afair	affair	0.9555555555555556	1	birbeck	0	18	0	3
effect	affect	0.888888888888889	1	birbeck	6	10	-1	1
afection	affection	0.9703703703703703	1	birbeck	0	18	0	1
afectanant	affectionate	0.8244444444444444	5	birbeck	1	17	-1	1
afectantent	affectionate	0.8552188552188553	6	birbeck	-1	4	-1	1
afectinite	affectionate	0.9066666666666666	3	birbeck	0	6	-1	1
afectionate	affectionate	0.9777777777777777	1	birbeck	0	6	0	1
afectionet	affectionate	0.9288888888888889	3	birbeck	0	5	-1	1
affactionate	affectionate	0.961111111111111	1	birbeck	0	5	0	1
affctonote	affectionate	0.9183333333333333	3	birbeck	0	8	-1	1
affecant	affectionate	0.9083333333333333	5	birbeck	-1	16	-1	2
affecconiate	affectionate	0.9303030303030303	3	birbeck	0	8	-1	1
affecianate	affectionate	0.9284848484848485	2	birbeck	0	6	0	1
affecient	affectionate	0.9277777777777778	4	birbeck	-1	17	-1	2
affecilation	affectionate	0.8933333333333334	6	birbeck	-1	10	-1	1
affecionate	affectionate	0.946969696969697	1	birbeck	0	5	0	1
affecitionate	affectionate	0.967948717948718	1	birbeck	0	4	0	1
affectanate	affectionate	0.9284848484848485	2	birbeck	0	7	0	1
affectantly	affectionate	0.8914141414141414	5	birbeck	-1	3	-1	1
affecte	affectionate	0.9166666666666667	5	birbeck	-1	9	-1	3
affectened	affectionate	0.8683333333333334	5	birbeck	-1	4	-1	1
affectimate	affectionate	0.9484848484848484	2	birbeck	-1	5	0	1
affectinate	affectionate	0.9833333333333333	1	birbeck	0	6	0	1
affectinutate	affectionate	0.9343822843822843	3	birbeck	0	6	-1	1
affection	affectionate	0.95	3	birbeck	-1	8	-1	1
affectionant	affectionate	0.9666666666666666	2	birbeck	2	7	0	1
affectionately	affectionate	0.9714285714285714	2	birbeck	1	5	-1	1
affectionatte	affectionate	0.9846153846153847	1	birbeck	0	5	0	1
affectioned	affectionate	0.9484848484848484	3	birbeck	3	7	-1	2
affectionet	affectionate	0.9651515151515152	2	birbeck	0	4	0	3
affectionnate	affectionate	0.9846153846153847	1	birbeck	0	5	0	1
affectionnet	affectionate	0.9484848484848484	3	birbeck	3	7	0	1
affectionote	affectionate	0.9666666666666666	1	birbeck	0	5	0	1
affectionute	affectionate	0.9666666666666666	1	birbeck	0	5	0	1
affectnent	affectionate	0.9077777777777777	4	birbeck	1	7	-1	1
affectnet	affectionate	0.9277777777777778	4	birbeck	3	9	-1	1
affectonate	affectionate	0.9833333333333333	1	birbeck	0	7	0	1
affectunate	affectionate	0.9484848484848484	2	birbeck	0	4	0	2
affectutate	affectionate	0.8914141414141414	3	birbeck	-1	3	-1	1
afference	affectionate	0.8436507936507937	6	birbeck	-1	9	-1	7
afficinate	affectionate	0.8664814814814815	3	birbeck	-1	6	-1	2
affictionately	affectionate	0.9093434343434343	3	birbeck	1	4	-1	1
affionate	affectionate	0.8638888888888888	3	birbeck	-1	13	-1	1
avetiont	affectionate	0.8375000000000001	5	birbeck	-1	10	-1	1
effecinate	affectionate	0.7722222222222221	3	birbeck	-1	6	-1	1
effecionate	affectionate	0.8141414141414142	2	birbeck	-1	8	1	2
effection	affectionate	0.8101851851851851	4	birbeck	-1	22	-1	1
effectionate	affectionate	0.914141414141414	1	birbeck	0	5	0	1
efficinate	affectionate	0.7722222222222221	4	birbeck	-1	6	-1	2
effictent	affectionate	0.7685185185185185	6	birbeck	-1	9	-1	1
adfectonly	affectionately	0.8628571428571429	5	birbeck	-1	11	-1	1
adviciantly	affectionately	0.6829004329004329	7	birbeck	-1	11	-1	1
afechanty	affectionately	0.8227513227513228	7	birbeck	-1	10	-1	1
afeciantly	affectionately	0.8971428571428571	5	birbeck	0	8	-1	1
afecsanly	affectionately	0.8227513227513228	7	birbeck	-1	3	-1	1
afectiely	affectionately	0.9047619047619048	5	birbeck	-1	7	-1	1
afectionaly	affectionately	0.9428571428571428	3	birbeck	0	10	-1	1
afectionately	affectionately	0.980952380952381	1	birbeck	0	7	0	1
afectionly	affectionately	0.9238095238095239	4	birbeck	1	10	-1	1
afectiontly	affectionately	0.9428571428571428	3	birbeck	0	9	-1	1
afectoinly	affectionately	0.8971428571428571	6	birbeck	-1	6	-1	1
afettusly	affectionately	0.8074074074074074	8	birbeck	-1	9	-1	1
afexsionly	affectionately	0.8323809523809523	6	birbeck	0	24	-1	1
afextenatly	affectionately	0.8462337662337662	5	birbeck	1	18	-1	1
affacionatly	affectionately	0.9093434343434343	3	birbeck	-1	10	-1	1
affactionately	affectionately	0.9128205128205128	1	birbeck	0	10	0	1
affecantly	affectionately	0.9228571428571428	5	birbeck	-1	6	-1	1
affecentalaly	affectionately	0.9081918081918082	6	birbeck	-1	7	-1	1
affecentally	affectionately	0.9222943722943723	6	birbeck	-1	6	-1	1
affecesionly	affectionately	0.9041125541125541	5	birbeck	2	6	-1	1
affecianly	affectionately	0.9228571428571428	5	birbeck	-1	3	-1	1
affecionately	affectionately	0.9549450549450549	1	birbeck	0	3	0	1
affecionatly	affectionately	0.9380952380952381	2	birbeck	-1	11	0	1
affecionetally	affectionately	0.9252747252747253	4	birbeck	-1	12	-1	1
affeconatly	affectionately	0.9207792207792208	3	birbeck	0	8	-1	1
affectconley	affectionately	0.9222943722943723	4	birbeck	-1	8	-1	1
affectianetly	affectionately	0.9549450549450549	3	birbeck	0	4	-1	1
affectinalety	affectionately	0.9703296703296703	3	birbeck	0	7	-1	1
affectinally	affectionately	0.9404761904761905	3	birbeck	-1	7	-1	1
affectinatly	affectionately	0.9714285714285714	2	birbeck	0	7	0	2
affectintly	affectionately	0.9571428571428571	3	birbeck	1	4	-1	1
affectionally	affectionately	0.956043956043956	2	birbeck	2	9	0	1
affectionaly	affectionately	0.9714285714285714	2	birbeck	0	6	0	3
affectionantly	affectionately	0.9714285714285714	2	birbeck	0	3	0	1
affectionatley	affectionately	0.9857142857142858	2	birbeck	0	4	0	1
affectionatly	affectionately	0.9857142857142858	1	birbeck	0	4	0	1
affectionely	affectionately	0.9714285714285714	2	birbeck	0	6	0	2
affectionently	affectionately	0.956043956043956	3	birbeck	0	3	-1	1
affectionetely	affectionately	0.956043956043956	1	birbeck	0	4	0	1
affectionetly	affectionately	0.9703296703296703	2	birbeck	0	4	0	1
affectionlatly	affectionately	0.956043956043956	2	birbeck	0	3	0	1
affectionly	affectionately	0.9571428571428571	3	birbeck	2	6	-1	3
affectionsly	affectionately	0.9404761904761905	3	birbeck	6	8	-1	2
affectiontlly	affectionately	0.956043956043956	2	birbeck	0	7	0	1
affectonatly	affectionately	0.9714285714285714	2	birbeck	0	5	0	1
affectsolutely	affectionately	0.8961038961038961	3	birbeck	-1	2	-1	1
affectually	affectionately	0.8922077922077922	5	birbeck	-1	7	-1	1
affectuantly	affectionately	0.9222943722943723	4	birbeck	0	6	-1	1
affectunatly	affectionately	0.9404761904761905	3	birbeck	0	7	-1	1
affectunely	affectionately	0.9246753246753247	4	birbeck	-1	6	-1	1
affedirtly	affectionately	0.8492857142857143	6	birbeck	-1	10	-1	1
affestionatly	affectionately	0.956043956043956	2	birbeck	0	7	0	1
affetchently	affectionately	0.9041125541125541	6	birbeck	0	3	-1	1
afficiantly	affectionately	0.8654545454545455	5	birbeck	-1	5	-1	1
afficionately	affectionately	0.8903846153846154	2	birbeck	-1	9	0	1
affictiratly	affectionately	0.8711111111111112	4	birbeck	0	5	-1	1
affientially	affectionately	0.8477777777777777	6	birbeck	-1	5	-1	1
affinalty	affectionately	0.8648148148148148	7	birbeck	-1	10	-1	1
affionetly	affectionately	0.8866666666666667	5	birbeck	-1	8	-1	1
affoxintly	affectionately	0.8674074074074074	6	birbeck	0	8	-1	1
afichnly	affectionately	0.7952380952380953	8	birbeck	-1	8	-1	1
afictionaelly	affectionately	0.8533466533466534	4	birbeck	2	5	-1	1
afshionely	affectionately	0.7657142857142858	6	birbeck	-1	15	-1	1
afuectionly	affectionately	0.8995670995670996	4	birbeck	1	6	-1	1
arrectsorately	affectionately	0.8285714285714287	4	birbeck	-1	1	-1	1
atec	affectionately	0.6785714285714285	11	birbeck	-1	3	-1	1
efe	affectionately	0.4365079365079365	12	birbeck	-1	14	-1	7
efecionly	affectionately	0.7784391534391535	6	birbeck	-1	8	-1	1
efectionally	affectionately	0.815873015873016	4	birbeck	3	5	-1	1
efectionatly	affectionately	0.8704906204906204	3	birbeck	0	5	-1	1
efectionly	affectionately	0.8105820105820106	5	birbeck	1	12	-1	1
efectiontily	affectionately	0.815873015873016	4	birbeck	1	10	-1	1
efectuionally	affectionately	0.7945054945054945	5	birbeck	-1	5	-1	1
efetchaly	affectionately	0.7116402116402116	8	birbeck	-1	12	-1	1
efexchonetly	affectionately	0.6865079365079364	7	birbeck	3	6	-1	1
effecinately	affectionately	0.8098845598845599	3	birbeck	-1	7	-1	1
effecitenly	affectionately	0.7744588744588744	6	birbeck	-1	9	-1	1
effectally	affectionately	0.7071428571428572	6	birbeck	-1	10	-1	1
effectently	affectionately	0.8077922077922078	5	birbeck	-1	5	-1	1
effectiantly	affectionately	0.8401875901875901	4	birbeck	3	6	-1	1
effectinly	affectionately	0.8105820105820106	5	birbeck	-1	6	-1	3
effectionally	affectionately	0.846986346986347	3	birbeck	1	10	-1	1
effectionately	affectionately	0.9267399267399267	1	birbeck	0	3	0	1
effectionatly	affectionately	0.8989621489621489	2	birbeck	1	10	0	1
effectionly	affectionately	0.8411255411255412	4	birbeck	1	6	-1	1
effectually	affectionately	0.7245670995670995	6	birbeck	-1	4	-1	1
effextionally	affectionately	0.7945054945054945	4	birbeck	2	7	-1	1
efficantily	affectionately	0.8077922077922078	7	birbeck	-1	9	-1	1
efficently	affectionately	0.8047619047619049	7	birbeck	-1	6	-1	1
effureily	affectionately	0.6640211640211641	9	birbeck	-1	15	-1	1
evectially	affectionately	0.638095238095238	7	birbeck	-1	6	-1	1
exeverly	affectionately	0.5297619047619048	11	birbeck	-1	16	-1	1
exfecinly	affectionately	0.7116402116402116	7	birbeck	-1	7	-1	1
exfectionaley	affectionately	0.8166833166833167	4	birbeck	-1	11	-1	1
exfectionly	affectionately	0.7833092833092833	5	birbeck	-1	11	-1	1
exfectoboly	affectionately	0.6645021645021645	7	birbeck	-1	6	-1	1
exfetetally	affectionately	0.6829004329004329	8	birbeck	-1	5	-1	1
exfexily	affectionately	0.594047619047619	9	birbeck	-1	20	-1	1
exfishely	affectionately	0.6428571428571428	9	birbeck	-1	12	-1	1
unfectionatley	affectionately	0.876984126984127	4	birbeck	0	8	-1	1
affets	affects	0.9714285714285714	1	birbeck	0	98	0	1
effects	affects	0.9047619047619048	1	birbeck	3	8	-1	1
Affi_David	affidavit	0.7555555555555555	4	birbeck	-1	3	-1	1
Afi_David	affidavit	0.7037037037037037	5	birbeck	-1	9	-1	1
acavated	affidavit	0.5935185185185184	7	birbeck	-1	13	-1	3
adivide	affidavit	0.6899470899470899	6	birbeck	-1	15	-1	1
afadafit	affidavit	0.8312169312169313	3	birbeck	0	6	-1	1
afadant	affidavit	0.6899470899470899	4	birbeck	6	10	-1	1
afadated	affidavit	0.6601851851851852	5	birbeck	-1	20	-1	1
afadavate	affidavit	0.7777777777777778	4	birbeck	0	4	-1	1
afadaviate	affidavit	0.8226455026455027	4	birbeck	0	4	-1	1
afadavid	affidavit	0.8	3	birbeck	0	4	-1	1
afadavide	affidavit	0.7777777777777778	4	birbeck	0	4	-1	1
afadavit	affidavit	0.8693121693121693	2	birbeck	0	10	0	1
afadiadid	affidavit	0.7777777777777778	5	birbeck	0	13	-1	1
afadiatet	affidavit	0.7777777777777778	5	birbeck	1	19	-1	1
afadivite	affidavit	0.9074074074074073	4	birbeck	0	7	-1	1
afaedaviate	affidavit	0.8056758056758057	4	birbeck	0	12	-1	1
afardivient	affidavit	0.8643097643097643	5	birbeck	0	4	-1	1
afatait	affidavit	0.6899470899470899	4	birbeck	8	19	-1	1
afdavit	affidavit	0.8645502645502645	2	birbeck	0	5	0	3
afdiodave	affidavit	0.7777777777777778	4	birbeck	1	8	-1	1
afedative	affidavit	0.8052910052910053	5	birbeck	1	10	-1	1
afedaved	affidavit	0.7814814814814814	4	birbeck	1	13	-1	1
afedavit	affidavit	0.8312169312169313	2	birbeck	0	11	0	1
afefedavid	affidavit	0.8607407407407408	3	birbeck	0	22	-1	1
affa_dava	affidavit	0.8055555555555556	4	birbeck	0	22	-1	1
affadapfed	affidavit	0.6185185185185186	5	birbeck	6	9	-1	1
affadavat	affidavit	0.8629629629629629	2	birbeck	0	3	0	1
affadavate	affidavit	0.8448148148148149	3	birbeck	0	3	-1	1
affadavid	affidavit	0.8629629629629629	2	birbeck	0	3	0	1
affadavit	affidavit	0.9189814814814814	1	birbeck	0	3	0	1
affadavite	affidavit	0.8982407407407408	2	birbeck	0	3	0	2
affadivate	affidavit	0.8982407407407408	4	birbeck	0	4	-1	1
affadivid	affidavit	0.9189814814814814	3	birbeck	0	5	-1	1
affadivit	affidavit	0.9740740740740741	2	birbeck	0	3	0	1
affadvit	affidavit	0.9449074074074074	2	birbeck	0	9	0	1
affaidivit	affidavit	0.9248148148148148	2	birbeck	0	3	0	1
affavidate	affidavit	0.8690740740740741	5	birbeck	0	11	-1	1
affavidit	affidavit	0.9481481481481482	4	birbeck	0	7	-1	1
affdated	affidavit	0.8638888888888888	4	birbeck	-1	15	-1	1
affdavit	affidavit	0.9157407407407407	1	birbeck	0	3	0	1
affedaivite	affidavit	0.9316498316498316	3	birbeck	0	3	-1	1
affedated	affidavit	0.8444444444444443	4	birbeck	-1	18	-1	2
affedave	affidavit	0.8638888888888888	3	birbeck	0	12	-1	1
affedaved	affidavit	0.8444444444444443	3	birbeck	0	8	-1	1
affedavid	affidavit	0.8962962962962963	2	birbeck	0	3	0	1
affedavit	affidavit	0.9481481481481482	1	birbeck	0	3	0	1
affedit	affidavit	0.85	3	birbeck	2	31	-1	1
affevivat	affidavit	0.8629629629629629	4	birbeck	1	23	-1	1
affi-davit	affidavit	0.98	1	birbeck	0	3	0	1
affiadait	affidavit	0.9305555555555555	2	birbeck	0	11	0	1
affiavate	affidavit	0.9111111111111111	3	birbeck	1	4	-1	1
affidafet	affidavit	0.9111111111111111	2	birbeck	0	3	0	1
affidait	affidavit	0.9777777777777777	1	birbeck	0	9	0	1
affidaphet	affidavit	0.8955555555555555	3	birbeck	0	3	-1	1
affidate	affidavit	0.9305555555555555	3	birbeck	1	13	-1	1
affidated	affidavit	0.9111111111111111	3	birbeck	1	16	-1	1
affidatet	affidavit	0.9111111111111111	2	birbeck	0	18	0	1
affidavat	affidavit	0.9555555555555556	1	birbeck	0	3	0	1
affidavate	affidavit	0.9377777777777778	2	birbeck	0	3	0	2
affidaved	affidavit	0.9111111111111111	2	birbeck	0	5	0	1
affidavent	affidavit	0.9377777777777778	2	birbeck	0	7	0	1
affidavid	affidavit	0.9555555555555556	1	birbeck	0	3	0	1
affidavidit	affidavit	0.9636363636363636	2	birbeck	0	3	0	1
affidavite	affidavit	0.98	1	birbeck	0	3	0	2
affidavited	affidavit	0.9636363636363636	2	birbeck	2	5	0	2
affided	affidavit	0.853968253968254	4	birbeck	-1	10	-1	1
affidevit	affidavit	0.9555555555555556	1	birbeck	0	3	0	1
affidivat	affidavit	0.9777777777777777	2	birbeck	0	4	0	1
affidivit	affidavit	0.9305555555555555	1	birbeck	0	3	0	1
affidovt	affidavit	0.9305555555555555	2	birbeck	0	6	0	1
affivadat	affidavit	0.9305555555555555	3	birbeck	0	10	-1	1
affividate	affidavit	0.9355555555555555	5	birbeck	0	9	-1	1
affividative	affidavit	0.9055555555555556	5	birbeck	-1	10	-1	1
afftadave	affidavit	0.8055555555555556	4	birbeck	2	8	-1	1
afidabit	affidavit	0.9074074074074073	2	birbeck	0	9	0	1
afidaded	affidavit	0.7814814814814814	4	birbeck	1	16	-1	1
afidated	affidavit	0.8444444444444443	4	birbeck	-1	18	-1	4
afidaved	affidavit	0.8444444444444443	3	birbeck	0	9	-1	1
afidaviat	affidavit	0.9407407407407408	2	birbeck	0	3	0	1
afidavid	affidavit	0.9074074074074073	2	birbeck	0	9	0	1
afidavit	affidavit	0.9703703703703703	1	birbeck	0	3	0	1
afidavite	affidavit	0.9407407407407408	2	birbeck	0	3	0	2
afidefed	affidavit	0.6601851851851852	5	birbeck	7	12	-1	1
afidiated	affidavit	0.8433862433862434	5	birbeck	-1	16	-1	1
afodivid	affidavit	0.8	4	birbeck	0	11	-1	1
aftedavid	affidavit	0.8222222222222222	3	birbeck	0	3	-1	1
afteradeated	affidavit	0.5907407407407408	8	birbeck	-1	15	-1	1
alpadavid	affidavit	0.6370370370370371	4	birbeck	12	29	-1	1
apadenment	affidavit	0.5314814814814816	8	birbeck	-1	6	-1	1
aphadated	affidavit	0.5462962962962963	6	birbeck	-1	19	-1	1
aphadavet	affidavit	0.6370370370370371	4	birbeck	0	7	-1	1
aphadavid	affidavit	0.6370370370370371	4	birbeck	0	11	-1	1
aphadivode	affidavit	0.6185185185185186	7	birbeck	1	13	-1	1
aphedavid	affidavit	0.7333333333333334	4	birbeck	0	13	-1	1
aphidavit	affidavit	0.8666666666666666	2	birbeck	0	3	0	1
apitated	affidavit	0.6601851851851852	6	birbeck	-1	12	-1	1
appidavid	affidavit	0.7999999999999999	3	birbeck	0	15	-1	1
athadavid	affidavit	0.6370370370370371	4	birbeck	1	8	-1	1
athadavit	affidavit	0.75	3	birbeck	1	5	-1	1
athadiet	affidavit	0.6601851851851852	6	birbeck	-1	29	-1	1
attipdavid	affidavit	0.78	4	birbeck	3	29	-1	1
avadavate	affidavit	0.6370370370370371	5	birbeck	3	9	-1	1
avidated	affidavit	0.7541666666666665	5	birbeck	-1	17	-1	4
avidiate	affidavit	0.775	6	birbeck	-1	32	-1	2
effidavit	affidavit	0.9259259259259259	1	birbeck	0	3	0	1
aford	afford	0.9555555555555556	1	birbeck	0	15	0	2
afformentioned	afore-mentioned	0.8633455433455434	3	birbeck	-1	7	-1	1
for-mentioned	afore-mentioned	0.852991452991453	2	birbeck	-1	11	-1	1
affraid	afraid	0.9619047619047619	1	birbeck	0	19	0	1
afriad	afraid	0.9611111111111111	2	birbeck	0	26	0	1
afert	after	0.8933333333333333	2	birbeck	1	23	-1	2
aftere	after	0.9666666666666667	1	birbeck	2	8	0	2
afthe	after	0.9066666666666667	2	birbeck	2	34	0	16
aftr	after	0.9533333333333333	1	birbeck	0	5	0	3
haved	after	0.6	4	birbeck	-1	38	-1	19
nfre	after	0.6333333333333333	3	birbeck	-1	29	-1	89
after-noon	afternoon	0.98	1	birbeck	0	3	0	1
after_noon	afternoon	0.98	1	birbeck	0	3	0	1
afternon	afternoon	0.9777777777777777	1	birbeck	2	23	0	1
after_noons	afternoons	0.9818181818181818	1	birbeck	0	3	0	1
evetunes	afternoons	0.5499999999999999	8	birbeck	-1	33	-1	1
after-wards	afterwards	0.9818181818181818	1	birbeck	0	5	0	1
afterward	afterwards	0.98	1	birbeck	3	7	-1	1
afterwars	afterwards	0.98	1	birbeck	2	7	0	2
afterwoods	afterwards	0.92	2	birbeck	5	8	-1	1
a_gain	again	0.9500000000000001	1	birbeck	0	22	0	1
a_gan	again	0.88	2	birbeck	0	44	0	14
a_gane	again	0.8400000000000001	3	birbeck	0	30	-1	5
a_gen	again	0.76	3	birbeck	10	49	-1	15
a_gent	again	0.7300000000000001	4	birbeck	-1	28	-1	2
againt	again	0.9666666666666667	1	birbeck	1	11	1	2
agan	again	0.9533333333333333	1	birbeck	0	7	0	3
agane	again	0.9066666666666667	2	birbeck	0	30	-1	3
agein	again	0.8933333333333333	1	birbeck	3	26	0	1
agen	again	0.8266666666666667	2	birbeck	-1	10	-1	6
agenig	again	0.7911111111111111	3	birbeck	13	33	-1	7
agian	again	0.9466666666666665	2	birbeck	0	25	0	2
agiin	again	0.8933333333333333	1	birbeck	1	12	0	1
agin	again	0.9466666666666665	1	birbeck	1	7	1	5
agine	again	0.8933333333333333	2	birbeck	4	40	-1	2
agoin	again	0.8933333333333333	1	birbeck	3	25	0	1
agon	again	0.8266666666666667	2	birbeck	-1	9	-1	7
cran	again	0.6333333333333333	3	birbeck	-1	23	-1	14
gond	again	0.48333333333333334	4	birbeck	-1	14	-1	11
organ	again	0.7333333333333334	3	birbeck	24	32	-1	1
again	against	0.9428571428571428	2	birbeck	-1	22	-1	1
againter	against	0.9214285714285715	3	birbeck	1	17	-1	7
aganst	against	0.9666666666666667	1	birbeck	0	24	0	1
agenst	against	0.8793650793650793	2	birbeck	5	11	-1	3
agianst	against	0.9619047619047619	2	birbeck	0	15	0	1
aginst	against	0.9619047619047619	1	birbeck	0	18	0	1
ag	age	0.8888888888888888	1	birbeck	0	50	0	35
ace	aged	0.7222222222222222	2	birbeck	-1	36	-1	1
adge	aged	0.8500000000000001	2	birbeck	-1	8	-1	7
aechd	aged	0.8049999999999999	3	birbeck	-1	27	-1	15
age	aged	0.9166666666666666	1	birbeck	2	28	-1	1
agea	aged	0.8833333333333334	1	birbeck	2	7	1	4
ages	aged	0.8833333333333334	1	birbeck	14	34	-1	1
acentces	agencies	0.8	3	birbeck	-1	15	-1	1
adgencyes	agencies	0.8958333333333333	2	birbeck	0	4	0	1
agancyes	agencies	0.8666666666666667	2	birbeck	0	6	0	1
agecies	agencies	0.9708333333333333	1	birbeck	0	56	0	1
agences	agencies	0.975	1	birbeck	0	2	0	1
agencesy	agencies	0.95	2	birbeck	0	5	0	2
agenceys	agencies	0.95	2	birbeck	0	7	0	2
agencieces	agencies	0.96	2	birbeck	0	20	0	1
agencsies	agencies	0.9527777777777777	1	birbeck	0	6	0	1
agency	agencies	0.8916666666666667	3	birbeck	-1	14	-1	1
agency's	agencies	0.9	2	birbeck	3	9	-1	1
agencyes	agencies	0.95	1	birbeck	2	4	0	1
agencyies	agencies	0.9777777777777777	1	birbeck	0	5	0	1
agencys	agencies	0.9214285714285715	2	birbeck	2	9	-1	1
agenices	agencies	0.975	2	birbeck	0	4	0	1
agenies	agencies	0.975	1	birbeck	0	20	0	3
agensies	agencies	0.9214285714285715	1	birbeck	0	20	0	1
agensyes	agencies	0.8666666666666667	2	birbeck	0	6	0	1
agentcies	agencies	0.9777777777777777	1	birbeck	0	7	0	1
agentcy	agencies	0.8678571428571429	4	birbeck	-1	13	-1	1
agentcys	agencies	0.9	3	birbeck	3	6	-1	2
agentece	agencies	0.8666666666666667	4	birbeck	4	26	-1	1
agentecy	agencies	0.8666666666666667	4	birbeck	-1	16	-1	1
agentic	agencies	0.8880952380952382	3	birbeck	-1	10	-1	7
agentices	agencies	0.9527777777777777	2	birbeck	2	15	0	3
agenticies	agencies	0.9349999999999999	2	birbeck	0	15	0	1
agenties	agencies	0.95	1	birbeck	1	13	0	1
agentisies	agencies	0.8864285714285713	3	birbeck	2	14	-1	1
agents	agencies	0.8916666666666667	3	birbeck	-1	28	-1	1
agentses	agencies	0.8666666666666667	2	birbeck	5	13	1	4
agentsey	agencies	0.8666666666666667	3	birbeck	7	40	-1	1
agentseys	agencies	0.85	3	birbeck	2	6	-1	1
agentsies	agencies	0.901984126984127	2	birbeck	2	12	0	2
agentsys	agencies	0.85	3	birbeck	6	7	-1	1
aggencies	agencies	0.9703703703703703	1	birbeck	0	7	0	1
aggentecies	agencies	0.893939393939394	3	birbeck	0	14	-1	1
angcies	agencies	0.8767857142857143	3	birbeck	3	51	3	5
angecy	agencies	0.7775000000000001	5	birbeck	-1	44	-1	6
angencies	agencies	0.9291666666666667	1	birbeck	0	20	0	1
angencles	agencies	0.8529761904761904	2	birbeck	-1	25	0	1
angencys	agencies	0.8	3	birbeck	3	7	-1	1
egeneys	agencies	0.7130952380952381	4	birbeck	-1	61	-1	1
engencies	agencies	0.7414021164021163	2	birbeck	13	19	3	4
agentcy	agency	0.9714285714285714	1	birbeck	0	13	0	1
agant	agent	0.8933333333333333	1	birbeck	4	28	0	1
agenst	agents	0.9666666666666667	2	birbeck	0	11	0	3
agravated	aggravated	0.9733333333333334	1	birbeck	0	5	0	1
agravating	aggravating	0.9757575757575758	1	birbeck	0	8	0	1
agro	aggro	0.9466666666666665	1	birbeck	0	5	0	2
agast	aghast	0.9555555555555556	1	birbeck	0	25	0	2
go	ago	0.0	1	birbeck	39	50	-1	1
ogo	ago	0.7777777777777777	1	birbeck	4	10	2	6
agre	agree	0.96	1	birbeck	0	7	0	6
agreable	agreeable	0.9277777777777778	1	birbeck	0	6	0	1
aggreed	agreed	0.9619047619047619	1	birbeck	0	23	0	1
aggreement	agreement	0.9733333333333334	1	birbeck	0	3	0	1
agraculture	agriculture	0.9575757575757576	1	birbeck	0	4	0	1
ahade	ahead	0.8933333333333333	2	birbeck	0	68	-1	1
