non_word	real_word	jaro_winkler	levenshtein_distance	corpus	aspell_rank	aspell_n_candidates	edit_distance_rank	edit_distance_n_candidates
choosen	chosen	0.9666666666666667	1	holbrook-missp	1	11	1	4
christman	christmas	0.9555555555555556	1	holbrook-missp	-1	7	-1	1
cinama	cinema	0.8755555555555556	1	holbrook-missp	0	15	0	1
cinma	cinema	0.9611111111111111	1	holbrook-missp	0	24	0	1
sercus	circus	0.7777777777777777	2	holbrook-missp	18	50	-1	1
classis	classes	0.9428571428571428	1	holbrook-missp	5	29	2	4
clater	clatter	0.9714285714285714	1	holbrook-missp	0	40	0	4
clors	claws	0.7866666666666667	2	holbrook-missp	31	61	-1	6
clearn	clean	0.9666666666666667	1	holbrook-missp	0	20	0	4
glean	clean	0.8666666666666667	1	holbrook-missp	7	17	-1	1
clean	cleaned	0.9428571428571428	2	holbrook-missp	-1	17	-1	1
cleand	cleaned	0.9714285714285714	1	holbrook-missp	0	33	0	3
clim	climb	0.96	1	holbrook-missp	0	10	1	8
clime	climb	0.92	1	holbrook-missp	8	19	-1	1
cimed	climbed	0.9142857142857143	2	holbrook-missp	-1	41	-1	7
climb	climbed	0.9428571428571428	2	holbrook-missp	-1	26	-1	1
closd	closed	0.9666666666666667	1	holbrook-missp	0	28	0	5
clous	closed	0.8755555555555556	3	holbrook-missp	-1	71	-1	9
cloths	clothes	0.9714285714285714	1	holbrook-missp	2	11	-1	1
clous	clothes	0.8533333333333333	3	holbrook-missp	-1	71	-1	9
colhes	clothes	0.9071428571428571	2	holbrook-missp	7	88	-1	1
couldes	clouds	0.9071428571428571	3	holbrook-missp	10	43	-1	1
coulds	clouds	0.9500000000000001	2	holbrook-missp	2	58	-1	5
clob	club	0.8666666666666667	1	holbrook-missp	9	13	7	11
colbe	club	0.8049999999999999	3	holbrook-missp	17	36	-1	60
cote	coat	0.8666666666666667	2	holbrook-missp	-1	26	-1	1
cofens	coffins	0.8944444444444445	2	holbrook-missp	8	55	-1	2
colur	colour	0.9611111111111111	1	holbrook-missp	-1	80	0	2
com	come	0.9166666666666666	1	holbrook-missp	3	47	-1	1
comr	come	0.8833333333333334	1	holbrook-missp	4	14	4	11
coum	come	0.8666666666666667	2	holbrook-missp	-1	9	-1	6
kumh	come	0.5	3	holbrook-missp	-1	13	-1	56
come	comes	0.96	1	holbrook-missp	2	33	-1	1
comvatable	comfortable	0.8605303030303031	3	holbrook-missp	2	6	-1	3
come	coming	0.825	3	holbrook-missp	-1	33	-1	1
comeing	coming	0.9666666666666667	1	holbrook-missp	0	22	0	3
comon	common	0.9611111111111111	1	holbrook-missp	2	35	0	3
coperney	company	0.8238095238095238	4	holbrook-missp	20	59	-1	1
consantrate	concentrate	0.8632996632996633	2	holbrook-missp	0	5	0	1
cornfield	confide	0.9026455026455026	4	holbrook-missp	-1	9	-1	1
caps	cops	0.8500000000000001	1	holbrook-missp	29	51	-1	1
corral	coral	0.9611111111111111	1	holbrook-missp	2	17	-1	1
corres	cores	0.9611111111111111	1	holbrook-missp	6	39	2	3
corer	corner	0.9611111111111111	1	holbrook-missp	5	40	-1	1
croner	corner	0.9500000000000001	2	holbrook-missp	2	13	2	6
call	could	0.6333333333333333	3	holbrook-missp	-1	30	-1	1
cod	could	0.6888888888888888	2	holbrook-missp	-1	50	-1	1
couldnt	couldn't	0.975	1	holbrook-missp	0	4	-1	4
count	couldn't	0.9125	3	holbrook-missp	-1	17	-1	1
counsall	council	0.8678571428571429	3	holbrook-missp	6	25	-1	3
counsel	council	0.8857142857142858	2	holbrook-missp	6	10	-1	1
cousall	council	0.8	3	holbrook-missp	-1	17	-1	2
coverd	covered	0.9714285714285714	1	holbrook-missp	2	24	0	4
cow_Boys	cowboys	0.9083333333333333	2	holbrook-missp	0	17	0	1
crept	crapped	0.6761904761904761	4	holbrook-missp	-1	39	-1	1
crush	crash	0.8933333333333333	1	holbrook-missp	7	22	-1	1
crowling	crawling	0.9333333333333333	1	holbrook-missp	5	20	3	7
creek	creak	0.9066666666666667	1	holbrook-missp	7	23	-1	1
creaps	creeps	0.9222222222222223	1	holbrook-missp	7	52	4	5
creps	creeps	0.9611111111111111	1	holbrook-missp	1	27	1	11
crepy	creepy	0.9611111111111111	1	holbrook-missp	0	31	0	3
creeped	crept	0.8533333333333333	3	holbrook-missp	20	38	-1	2
cryed	cried	0.8933333333333333	1	holbrook-missp	4	30	2	3
crys	cries	0.8266666666666667	2	holbrook-missp	-1	16	-1	4
crigckey	crikey	0.9416666666666667	2	holbrook-missp	0	12	0	3
cresp	crisp	0.8933333333333333	1	holbrook-missp	7	47	4	5
croud	crowd	0.9066666666666667	1	holbrook-missp	2	42	2	5
corller	cruel	0.7364285714285714	4	holbrook-missp	-1	32	-1	21
cuddly	cuddling	0.8916666666666667	3	holbrook-missp	-1	32	-1	1
cobard	cupboard	0.875	3	holbrook-missp	-1	23	-1	1
cerled	curled	0.9	1	holbrook-missp	1	40	1	2
silinders	cylinders	0.8042328042328042	2	holbrook-missp	10	14	6	7
bad	dad	0.7777777777777777	1	holbrook-missp	24	45	-1	1
dads	dad's	0.9533333333333333	1	holbrook-missp	1	48	-1	1
dadies	daddy's	0.8222222222222222	3	holbrook-missp	38	63	-1	4
daffodill	daffodils	0.9555555555555556	1	holbrook-missp	1	3	1	2
dane	dance	0.9533333333333333	1	holbrook-missp	0	37	0	20
pncing	dancing	0.8492063492063492	2	holbrook-missp	4	25	-1	3
dangers	dangerous	0.9555555555555556	2	holbrook-missp	5	44	-1	1
dangerus	dangerous	0.9777777777777777	1	holbrook-missp	2	7	0	2
dere	dared	0.8049999999999999	2	holbrook-missp	-1	15	-1	9
darnt	daren't	0.9333333333333333	2	holbrook-missp	-1	30	-1	4
darck	dark	0.9533333333333333	1	holbrook-missp	0	64	0	1
dork	dark	0.8500000000000001	1	holbrook-missp	8	18	-1	1
dauter	daughter	0.9416666666666667	2	holbrook-missp	1	13	-1	5
day's	days'	0.9533333333333333	2	holbrook-missp	-1	67	-1	1
dead	dear	0.8833333333333334	1	holbrook-missp	5	18	-1	1
deat	death	0.96	1	holbrook-missp	0	24	0	21
decider	decided	0.9428571428571428	1	holbrook-missp	3	12	-1	1
desided	decided	0.9238095238095239	1	holbrook-missp	0	20	1	4
dicide	decided	0.8042857142857143	2	holbrook-missp	12	16	-1	2
dicided	decided	0.8642857142857143	1	holbrook-missp	2	8	1	2
dicider	decided	0.7685714285714286	2	holbrook-missp	9	11	-1	3
disided	decided	0.8285714285714287	2	holbrook-missp	3	12	-1	1
disson	decision	0.8375000000000001	3	holbrook-missp	-1	24	-1	17
dellitent	delicate	0.8638888888888888	5	holbrook-missp	-1	19	-1	1
dener	den	0.8666666666666667	2	holbrook-missp	16	83	-1	6
dence	dense	0.9066666666666667	1	holbrook-missp	0	17	0	8
departent	department	0.98	1	holbrook-missp	0	7	0	1
depatment	department	0.98	1	holbrook-missp	0	6	0	1
distrod	destroyed	0.8571428571428572	3	holbrook-missp	13	22	-1	6
ded	did	0.7777777777777777	1	holbrook-missp	10	46	16	23
dednt	didn't	0.8400000000000001	2	holbrook-missp	1	6	-1	1
denat	didn't	0.7300000000000001	3	holbrook-missp	-1	80	-1	1
didden	didn't	0.8444444444444443	3	holbrook-missp	-1	26	-1	4
dident	didn't	0.9222222222222223	2	holbrook-missp	0	24	-1	22
dind	didn't	0.8444444444444443	3	holbrook-missp	-1	22	-1	17
diy	die	0.7777777777777777	1	holbrook-missp	1	17	5	10
ded	died	0.9166666666666666	1	holbrook-missp	2	46	1	23
diad	died	0.8666666666666667	1	holbrook-missp	4	8	4	6
disel	diesel	0.9022222222222223	1	holbrook-missp	1	89	1	2
diffrent	different	0.9527777777777777	1	holbrook-missp	2	18	0	1
difrent	different	0.9148148148148147	2	holbrook-missp	0	31	0	4
differcult	difficult	0.9377777777777778	2	holbrook-missp	2	10	0	1
driy	dirty	0.865	2	holbrook-missp	-1	3	-1	3
disapeared	disappeared	0.9818181818181818	1	holbrook-missp	0	13	0	1
disaperd	disappeared	0.9454545454545455	3	holbrook-missp	0	46	-1	3
dicuverd	discovered	0.8866666666666667	3	holbrook-missp	-1	21	-1	1
dispiaying	displaying	0.9377777777777778	1	holbrook-missp	0	14	0	1
disposol	disposal	0.95	1	holbrook-missp	0	11	0	1
distrebe	disturb	0.9214285714285715	3	holbrook-missp	0	10	-1	4
dich	ditch	0.9466666666666665	1	holbrook-missp	0	9	0	6
don	do	0.8888888888888888	1	holbrook-missp	6	50	-1	1
done	do	0.8333333333333334	2	holbrook-missp	-1	39	-1	1
go	do	0.6666666666666666	1	holbrook-missp	-1	50	-1	1
to	do	0.6666666666666666	1	holbrook-missp	14	50	-1	1
donot	do not	0.9555555555555556	1	holbrook-missp	0	52	-1	1
dus	does	0.7222222222222222	2	holbrook-missp	-1	50	-1	22
does'nt	doesn't	0.9714285714285714	2	holbrook-missp	0	30	0	1
does_on	doesn't	0.8857142857142858	3	holbrook-missp	2	22	-1	1
doesnet	doesn't	0.9428571428571428	1	holbrook-missp	2	18	-1	1
donsent	doesn't	0.8793650793650793	3	holbrook-missp	3	13	-1	1
dosnt	doesn't	0.9238095238095239	2	holbrook-missp	1	13	-1	1
dowing	doing	0.9555555555555556	1	holbrook-missp	3	60	1	19
don	don't	0.8666666666666667	2	holbrook-missp	-1	50	-1	1
dont	don't	0.9533333333333333	1	holbrook-missp	0	25	-1	13
want	don't	0.6333333333333333	3	holbrook-missp	-1	25	-1	1
don	done	0.9166666666666666	1	holbrook-missp	2	50	-1	1
dun	done	0.7222222222222222	2	holbrook-missp	-1	34	-1	1
boor	door	0.8333333333333334	1	holbrook-missp	13	18	-1	1
dor	door	0.9166666666666666	1	holbrook-missp	1	39	3	22
down	door	0.6666666666666666	2	holbrook-missp	-1	17	-1	1
doudle	double	0.9222222222222223	1	holbrook-missp	0	17	0	3
back	douche	0.47222222222222215	5	holbrook-missp	-1	24	-1	1
done	down	0.8666666666666667	2	holbrook-missp	-1	39	-1	1
donw	down	0.9333333333333333	2	holbrook-missp	0	14	0	6
dus	down	0.5277777777777778	3	holbrook-missp	-1	50	-1	22
dau_sosys	downstairs	0.5314814814814816	7	holbrook-missp	-1	32	-1	1
down_stairs	downstairs	0.9818181818181818	1	holbrook-missp	0	2	0	1
drian	drain	0.9466666666666665	2	holbrook-missp	0	49	0	1
drew	draw	0.8666666666666667	1	holbrook-missp	2	8	-1	1
drem	dream	0.9533333333333333	1	holbrook-missp	0	10	0	6
dreming	dreaming	0.9708333333333333	1	holbrook-missp	0	20	0	2
drivern	driven	0.9714285714285714	1	holbrook-missp	0	13	0	3
divers	drivers	0.9571428571428572	1	holbrook-missp	8	30	-1	1
drive	drives	0.9666666666666667	1	holbrook-missp	4	12	-1	1
dround	drowned	0.8944444444444445	2	holbrook-missp	2	15	-1	3
druck	drunk	0.9066666666666667	1	holbrook-missp	2	33	2	4
drye	dry	0.9166666666666666	1	holbrook-missp	1	7	2	5
doum	dumb	0.8500000000000001	2	holbrook-missp	-1	7	-1	4
pump	dump	0.8333333333333334	1	holbrook-missp	11	17	-1	1
dieing	dying	0.8400000000000001	2	holbrook-missp	24	46	-1	8
eyewigs	earwigs	0.8285714285714287	2	holbrook-missp	3	9	1	2
eate	eat	0.9166666666666666	1	holbrook-missp	4	22	4	18
elecenician	electrician	0.9272727272727274	2	holbrook-missp	-1	9	0	1
als	else	0.7222222222222222	2	holbrook-missp	-1	50	-1	22
eles	else	0.9333333333333333	2	holbrook-missp	1	36	1	16
els	else	0.9166666666666666	1	holbrook-missp	1	43	4	15
imployment	employment	0.9333333333333332	1	holbrook-missp	0	10	0	1
emty	empty	0.9466666666666665	1	holbrook-missp	0	3	0	1
enaged	engaged	0.9174603174603175	1	holbrook-missp	4	22	1	2
ingaged	engaged	0.9047619047619048	1	holbrook-missp	0	12	0	1
enagement	engagement	0.9437037037037037	1	holbrook-missp	1	7	0	1
egreers	engines	0.7428571428571429	4	holbrook-missp	-1	14	-1	8
injoid	enjoyed	0.746031746031746	3	holbrook-missp	15	32	-1	3
enyays	enjoys	0.8222222222222222	2	holbrook-missp	2	45	3	8
a_nougth	enough	0.8194444444444445	3	holbrook-missp	-1	20	-1	1
a_nuff	enough	0.5555555555555555	5	holbrook-missp	-1	11	-1	1
engouh	enough	0.9555555555555556	2	holbrook-missp	0	34	0	1
nuff	enough	0.611111111111111	4	holbrook-missp	-1	15	-1	12
enterd	entered	0.9714285714285714	1	holbrook-missp	0	16	0	3
aquitment	equipment	0.8518518518518517	2	holbrook-missp	2	9	1	2
a_specally	especially	0.8250000000000001	3	holbrook-missp	2	7	-1	1
evining	evening	0.8793650793650793	1	holbrook-missp	3	16	2	3
evning	evening	0.9619047619047619	1	holbrook-missp	0	22	0	1
evey	every	0.9533333333333333	1	holbrook-missp	0	8	0	5
evry	every	0.9466666666666665	1	holbrook-missp	0	40	0	2
every_one	everyone	0.9777777777777777	1	holbrook-missp	0	2	0	1
evry_on	everyone	0.8952380952380953	3	holbrook-missp	0	11	-1	1
every_were	everywhere	0.96	2	holbrook-missp	0	19	0	1
evry_were	everywhere	0.8170370370370371	3	holbrook-missp	0	17	-1	1
exited	excited	0.9619047619047619	1	holbrook-missp	4	15	-1	1
expore	explore	0.9666666666666667	1	holbrook-missp	4	20	0	4
expord	explored	0.9416666666666667	2	holbrook-missp	-1	25	-1	1
eye	eyes	0.9166666666666666	1	holbrook-missp	2	19	-1	1
eyey	eyes	0.8833333333333334	1	holbrook-missp	2	4	2	3
iyes	eyes	0.8333333333333334	1	holbrook-missp	4	18	6	7
factoy	factory	0.9714285714285714	1	holbrook-missp	0	10	0	2
fanded	fainted	0.8793650793650793	2	holbrook-missp	7	15	-1	9
forls	falls	0.76	2	holbrook-missp	29	40	-1	11
familys	families	0.9214285714285715	2	holbrook-missp	3	10	-1	1
fare	far	0.9166666666666666	1	holbrook-missp	8	35	-1	1
frm	farm	0.9166666666666666	1	holbrook-missp	1	17	1	11
farm	farmer	0.9333333333333333	2	holbrook-missp	-1	14	-1	1
framh	farmer	0.765	4	holbrook-missp	-1	12	-1	1
frm	farmer	0.8333333333333334	3	holbrook-missp	-1	17	-1	11
frmh	farmer	0.775	3	holbrook-missp	-1	4	-1	38
farmers	farmer's	0.975	1	holbrook-missp	1	15	-1	1
frmh	farmer's	0.7375	5	holbrook-missp	-1	4	-1	38
fashion	fashioned	0.9555555555555556	2	holbrook-missp	4	9	-1	1
farst	fast	0.9466666666666665	1	holbrook-missp	4	14	2	4
farther	father	0.9619047619047619	1	holbrook-missp	3	7	-1	1
farther's	father's	0.9037037037037037	1	holbrook-missp	5	19	0	1
fating	fattening	0.8833333333333334	3	holbrook-missp	-1	21	-1	1
falt	fault	0.9466666666666665	1	holbrook-missp	0	15	0	13
feal	feel	0.8666666666666667	1	holbrook-missp	5	19	6	18
feling	feeling	0.9619047619047619	1	holbrook-missp	2	22	2	8
fee	feet	0.9166666666666666	1	holbrook-missp	4	33	-1	1
fet	feet	0.9166666666666666	1	holbrook-missp	1	41	1	31
fall	fell	0.8500000000000001	1	holbrook-missp	7	24	-1	1
feemale	female	0.9619047619047619	1	holbrook-missp	2	31	0	1
ferrary	ferrari	0.9428571428571428	1	holbrook-missp	-1	7	-1	3
faw	few	0.7777777777777777	1	holbrook-missp	5	28	12	22
fed	field	0.6888888888888888	2	holbrook-missp	-1	46	-1	1
feild	field	0.94	2	holbrook-missp	0	56	0	1
fild	field	0.9466666666666665	1	holbrook-missp	1	11	1	11
figth	fight	0.9533333333333333	2	holbrook-missp	0	15	0	4
figthing	fighting	0.9708333333333333	2	holbrook-missp	2	14	0	1
fianl	final	0.9466666666666665	2	holbrook-missp	0	53	0	1
find	fine	0.8833333333333334	1	holbrook-missp	8	23	-1	1
finse	fins	0.96	1	holbrook-missp	0	79	0	4
fiar	fire	0.8666666666666667	2	holbrook-missp	-1	8	-1	7
fre	fire	0.9166666666666666	1	holbrook-missp	1	28	2	18
fiyed	fired	0.8933333333333333	1	holbrook-missp	2	50	3	4
ferman	firms	0.7300000000000001	3	holbrook-missp	-1	38	-1	1
fast	first	0.8049999999999999	2	holbrook-missp	-1	25	-1	1
fsh	fish	0.9166666666666666	1	holbrook-missp	0	6	0	4
fishey	fishy	0.9666666666666667	1	holbrook-missp	1	13	1	5
fanit	fit	0.5111111111111111	2	holbrook-missp	52	54	-1	1
flass	flash	0.92	1	holbrook-missp	5	45	2	13
fick	flick	0.94	1	holbrook-missp	0	20	0	14
fies	flies	0.94	1	holbrook-missp	7	43	8	24
flor	floor	0.9533333333333333	1	holbrook-missp	1	14	1	8
foor	floor	0.94	1	holbrook-missp	0	12	0	11
flower	flowers	0.9714285714285714	1	holbrook-missp	3	23	-1	1
fie	fly	0.5555555555555555	2	holbrook-missp	-1	24	-1	1
fellowed	followed	0.8821428571428571	1	holbrook-missp	9	12	4	5
full	fool	0.6666666666666666	2	holbrook-missp	-1	21	-1	1
footandmouth	foot-and-mouth	0.9714285714285714	2	holbrook-missp	-1	8	-1	1
footanmouth	foot-and-mouth	0.9571428571428571	3	holbrook-missp	-1	11	-1	1
foodprints	footprints	0.9533333333333333	1	holbrook-missp	2	9	0	1
fo	for	0.8888888888888888	1	holbrook-missp	2	51	2	27
fore	for	0.9166666666666666	1	holbrook-missp	7	30	-1	1
four	for	0.9166666666666666	1	holbrook-missp	4	15	-1	1
fro	for	0.5555555555555555	2	holbrook-missp	12	19	-1	1
fur	for	0.7777777777777777	1	holbrook-missp	11	24	-1	1
of	for	0.0	2	holbrook-missp	-1	49	-1	1
fort	for the	0.9	3	holbrook-missp	-1	23	-1	1
falk	fork	0.6666666666666666	2	holbrook-missp	-1	8	-1	7
frame	form	0.8049999999999999	3	holbrook-missp	-1	27	-1	1
forword	forward	0.9428571428571428	1	holbrook-missp	3	8	1	2
fowd	forward	0.7809523809523811	3	holbrook-missp	-1	8	-1	6
fed	found	0.5111111111111111	3	holbrook-missp	-1	46	-1	1
feod	found	0.8049999999999999	3	holbrook-missp	-1	6	-1	5
find	found	0.8049999999999999	2	holbrook-missp	-1	23	-1	1
fond	found	0.9466666666666665	1	holbrook-missp	1	15	-1	1
for	four	0.9166666666666666	1	holbrook-missp	1	31	-1	1
fore	four	0.8666666666666667	2	holbrook-missp	-1	30	-1	1
frizing	freezing	0.8507936507936509	2	holbrook-missp	12	28	-1	2
fenird	friend	0.8400000000000001	4	holbrook-missp	-1	40	-1	6
frend	friend	0.9555555555555556	1	holbrook-missp	2	39	0	7
frendly	friendly	0.9666666666666667	1	holbrook-missp	0	22	0	1
freinds	friends	0.9619047619047619	2	holbrook-missp	0	27	0	1
frend	friends	0.9238095238095239	2	holbrook-missp	5	39	-1	7
frends	friends	0.9619047619047619	1	holbrook-missp	2	36	0	6
frens	friends	0.9238095238095239	2	holbrook-missp	5	76	-1	5
frightend	frightened	0.98	1	holbrook-missp	2	7	0	4
frigtend	frightened	0.96	2	holbrook-missp	2	12	0	6
frog	frogs	0.96	1	holbrook-missp	1	10	-1	1
rogs	frogs	0.9333333333333332	1	holbrook-missp	0	42	0	18
frogsporn	frogspawn	0.9111111111111111	2	holbrook-missp	2	16	0	1
fom	from	0.9166666666666666	1	holbrook-missp	2	26	1	18
for	from	0.8055555555555555	2	holbrook-missp	-1	31	-1	1
form	from	0.9249999999999999	2	holbrook-missp	4	19	-1	1
frount	front	0.9611111111111111	1	holbrook-missp	0	17	0	2
frunt	front	0.8933333333333333	1	holbrook-missp	2	29	2	6
frit	fruit	0.9466666666666665	1	holbrook-missp	3	16	1	9
fall	full	0.8500000000000001	1	holbrook-missp	10	24	-1	1
ful	full	0.9166666666666666	1	holbrook-missp	2	16	1	12
funerl	funeral	0.9714285714285714	1	holbrook-missp	0	38	0	1
funrel	funeral	0.9277777777777778	2	holbrook-missp	2	8	-1	1
funney	funny	0.9666666666666667	1	holbrook-missp	0	31	0	3
gamekeeps	gamekeeper	0.9377777777777778	2	holbrook-missp	4	11	1	2
ganer	gang	0.8483333333333334	2	holbrook-missp	-1	19	-1	9
carage	garage	0.888888888888889	1	holbrook-missp	11	29	3	4
gass	gas	0.9166666666666666	1	holbrook-missp	8	40	5	21
gait	gate	0.8666666666666667	2	holbrook-missp	-1	10	-1	1
cave	gave	0.8333333333333334	1	holbrook-missp	18	34	-1	1
jay	gay	0.7777777777777777	1	holbrook-missp	9	32	-1	1
gere	gear	0.8666666666666667	2	holbrook-missp	-1	16	-1	10
gird	geared	0.775	3	holbrook-missp	-1	9	-1	1
girse	gears	0.76	3	holbrook-missp	45	99	-1	1
ge	get	0.8888888888888888	1	holbrook-missp	4	50	0	19
gett	get	0.9166666666666666	1	holbrook-missp	0	7	0	4
get	gets	0.9166666666666666	1	holbrook-missp	2	36	-1	1
get	getting	0.8095238095238096	4	holbrook-missp	-1	36	-1	1
geting	getting	0.9666666666666667	1	holbrook-missp	0	55	0	5
gell	girl	0.6666666666666666	2	holbrook-missp	-1	26	-1	17
girls	girl's	0.9666666666666667	1	holbrook-missp	1	35	-1	1
girl_friend	girlfriend's	0.9484848484848484	3	holbrook-missp	2	3	-1	1
girlfriend	girlfriends	0.9818181818181818	1	holbrook-missp	3	5	-1	1
gerls	girls	0.88	1	holbrook-missp	7	61	2	3
girl	girls	0.96	1	holbrook-missp	2	10	-1	1
give	given	0.96	1	holbrook-missp	2	18	-1	1
give	gives	0.96	1	holbrook-missp	3	18	-1	1
do	go	0.6666666666666666	1	holbrook-missp	-1	50	-1	1
got	go	0.8888888888888888	1	holbrook-missp	5	38	-1	1
go	goes	0.8333333333333334	2	holbrook-missp	-1	50	-1	1
go	going	0.7999999999999999	3	holbrook-missp	-1	50	-1	1
gying	going	0.88	1	holbrook-missp	4	45	3	9
go	gone	0.8333333333333334	2	holbrook-missp	-1	50	-1	1
gon	gone	0.9166666666666666	1	holbrook-missp	0	39	2	25
good-by	goodbye	0.9428571428571428	2	holbrook-missp	0	11	0	3
goodby	goodbye	0.9714285714285714	1	holbrook-missp	2	13	0	3
get	got	0.7777777777777777	1	holbrook-missp	5	36	-1	1
gnt	got	0.7777777777777777	1	holbrook-missp	8	16	3	10
go	got	0.8888888888888888	1	holbrook-missp	4	50	-1	1
grab	grabbed	0.9142857142857143	3	holbrook-missp	-1	16	-1	1
grabed	grabbed	0.9714285714285714	1	holbrook-missp	2	43	0	8
grandpas	grandpa's	0.9777777777777777	1	holbrook-missp	3	16	-1	1
grete	grated	0.7911111111111111	2	holbrook-missp	-1	16	-1	3
crave	grave	0.8666666666666667	1	holbrook-missp	14	26	-1	1
grait	great	0.8933333333333333	2	holbrook-missp	12	48	-1	7
gnenhouen	greenhouse	0.7576190476190476	4	holbrook-missp	-1	46	-1	1
greive	grieve	0.9555555555555556	2	holbrook-missp	0	21	0	1
grouser	grocer	0.8944444444444445	2	holbrook-missp	10	14	-1	1
gound	ground	0.9500000000000001	1	holbrook-missp	0	35	0	10
grouned	ground	0.9714285714285714	1	holbrook-missp	0	19	0	6
grows	grow	0.96	1	holbrook-missp	2	44	-1	1
groon	grown	0.9066666666666667	1	holbrook-missp	4	14	4	6
guard	guided	0.76	3	holbrook-missp	-1	36	-1	1
guilt	guilty	0.9666666666666667	1	holbrook-missp	1	13	-1	1
gon	gun	0.7777777777777777	1	holbrook-missp	13	39	19	25
guter	gutter	0.9611111111111111	1	holbrook-missp	2	63	0	4
hab	had	0.7777777777777777	1	holbrook-missp	12	31	12	21
hade	had	0.9166666666666666	1	holbrook-missp	1	20	1	15
has	had	0.7777777777777777	1	holbrook-missp	11	50	-1	1
have	had	0.7222222222222222	2	holbrook-missp	-1	30	-1	1
hadnt	hadn't	0.9666666666666667	1	holbrook-missp	0	17	-1	2
hire	hair	0.8500000000000001	2	holbrook-missp	-1	22	-1	1
hair_dreser	hairdresser	0.9636363636363636	2	holbrook-missp	0	6	0	1
harfparst	half past	0.8814814814814814	3	holbrook-missp	-1	6	-1	1
alloe	hallo	0.8666666666666667	2	holbrook-missp	-1	13	-1	4
halloe	hallo	0.9666666666666667	1	holbrook-missp	-1	13	-1	2
hemmsering	hammering	0.8691666666666668	2	holbrook-missp	0	6	0	1
hang	handed	0.825	3	holbrook-missp	-1	29	-1	1
hand	hands	0.96	1	holbrook-missp	2	22	-1	1
hung	hang	0.8500000000000001	1	holbrook-missp	6	21	-1	1
haing	hanging	0.8704761904761905	2	holbrook-missp	-1	68	-1	10
hapend	happened	0.9416666666666667	2	holbrook-missp	4	34	0	31
hapends	happened	0.9083333333333333	3	holbrook-missp	6	18	-1	11
happen	happened	0.95	2	holbrook-missp	4	42	-1	1
happend	happened	0.975	1	holbrook-missp	0	9	0	4
happon	happened	0.8916666666666667	3	holbrook-missp	3	45	-1	1
heap	happened	0.775	6	holbrook-missp	-1	17	-1	1
happing	happening	0.9269841269841269	2	holbrook-missp	-1	20	-1	13
happends	happens	0.975	1	holbrook-missp	0	11	0	2
happly	happily	0.9714285714285714	1	holbrook-missp	0	9	0	4
had	hard	0.9166666666666666	1	holbrook-missp	1	44	-1	1
as	has	0.0	1	holbrook-missp	35	50	-1	1
hase	has	0.9166666666666666	1	holbrook-missp	4	23	3	19
hate	hates	0.96	1	holbrook-missp	3	31	-1	1
has	have	0.7222222222222222	2	holbrook-missp	-1	50	-1	1
hav	have	0.9166666666666666	1	holbrook-missp	0	23	0	13
of	have	0.0	4	holbrook-missp	-1	49	-1	1
haveto	have to	0.9714285714285714	1	holbrook-missp	0	50	-1	6
haven's	haven't	0.9428571428571428	1	holbrook-missp	3	26	-1	1
havn't	haven't	0.9666666666666667	1	holbrook-missp	0	16	0	3
haveing	having	0.9666666666666667	1	holbrook-missp	0	13	0	1
his	he	0.611111111111111	2	holbrook-missp	-1	49	-1	1
the	he	0.0	1	holbrook-missp	20	22	-1	1
ther	he	0.8333333333333334	2	holbrook-missp	-1	17	-1	13
his	he's	0.7222222222222222	2	holbrook-missp	29	49	-1	1
hed	head	0.9166666666666666	1	holbrook-missp	1	48	2	29
hethy	healthy	0.9238095238095239	2	holbrook-missp	2	17	0	19
heep	heap	0.8666666666666667	1	holbrook-missp	5	19	7	16
haer	hear	0.9249999999999999	2	holbrook-missp	6	11	4	8
her	hear	0.9166666666666666	1	holbrook-missp	1	36	-1	1
here	hear	0.8666666666666667	2	holbrook-missp	-1	24	-1	1
heared	heard	0.9666666666666667	1	holbrook-missp	2	39	0	16
her	heard	0.8666666666666667	2	holbrook-missp	-1	36	-1	1
herd	heard	0.9466666666666665	1	holbrook-missp	4	22	-1	1
hered	heard	0.8933333333333333	2	holbrook-missp	-1	15	-1	8
hart	heart	0.94	1	holbrook-missp	4	30	-1	1
hertbreake	heartbreak	0.9466666666666665	2	holbrook-missp	0	13	0	2
heart	heat	0.9533333333333333	1	holbrook-missp	7	23	-1	1
hevey	heavy	0.8933333333333333	2	holbrook-missp	1	46	0	54
heg	hedge	0.8666666666666667	2	holbrook-missp	-1	30	-1	21
effer	heifer	0.8222222222222223	2	holbrook-missp	-1	25	-1	3
hasld	held	0.8049999999999999	2	holbrook-missp	20	56	25	43
held	help	0.8833333333333334	1	holbrook-missp	3	15	-1	1
She	her	0.0	2	holbrook-missp	-1	21	-1	7
he	her	0.8888888888888888	1	holbrook-missp	1	51	-1	1
here	her	0.9166666666666666	1	holbrook-missp	6	24	-1	1
there	her	0.8666666666666667	2	holbrook-missp	-1	15	-1	1
hear	here	0.8666666666666667	2	holbrook-missp	-1	27	-1	1
he_slef	herself	0.8793650793650793	3	holbrook-missp	0	16	0	1
hidon	hidden	0.8755555555555556	2	holbrook-missp	5	59	0	26
hm	him	0.611111111111111	1	holbrook-missp	17	50	20	27
im	him	0.0	1	holbrook-missp	32	50	21	28
him_self	himself	0.9708333333333333	1	holbrook-missp	0	8	0	1
